L	site	observable	prior	true	Delta	G	G_max
16	3	ZZ onsite	chi2_tavg	-0.599953277989164	0.400046722010835	2.245179512305961	51.52663402018234
16	3	ZZ onsite	chi4_tavg	-0.599953277989164	0.18747253649695295	8.971331901768005	51.52663402018234
16	3	ZZ onsite	chi8_tavg	-0.599953277989164	0.039136590657515735	43.563294854902985	51.52663402018234
16	3	ZZ up-up r=1	chi2	-0.518587578320931	0.48141242167849174	1.1945196497124861	31.171754789283007
16	3	ZZ up-up r=1	chi4	-0.518587578320931	0.18357712097842094	6.868363205520603	31.171754789283007
16	3	ZZ up-up r=1	chi8	-0.518587578320931	-0.005192214324226785	30.923194974798506	31.171754789283007
16	3	ZZ up-up r=1	exact	-0.518587578320931	0.0	31.171754789283007	31.171754789283007
16	3	ZZ up-up r=1	chi2_tavg	-0.518587578320931	0.2183655294124235	5.154928766571781	31.171754789283007
16	3	ZZ up-up r=1	chi4_tavg	-0.518587578320931	0.00850777363213362	31.18152754630413	31.171754789283007
16	3	ZZ up-up r=1	chi8_tavg	-0.518587578320931	0.00031138978153899544	31.180891153993066	31.171754789283007
16	3	SzSz r=1	chi2	-0.10793275646576958	0.14206724353408612	0.5893554216508047	21.524983769297283
16	3	SzSz r=1	chi4	-0.10793275646576958	0.039181426196824465	5.532293197735107	21.524983769297283
16	3	SzSz r=1	chi8	-0.10793275646576958	-0.0023222244458826896	20.838703210929886	21.524983769297283
16	3	SzSz r=1	exact	-0.10793275646576958	0.0	21.524983769297283	21.524983769297283
16	3	SzSz r=1	chi2_tavg	-0.10793275646576958	0.07630552046756905	1.8803572280802887	21.524983769297283
16	3	SzSz r=1	chi4_tavg	-0.10793275646576958	0.00997683040834868	16.725704211065715	21.524983769297283
16	3	SzSz r=1	chi8_tavg	-0.10793275646576958	0.0012980557251475733	21.1733747903191	21.524983769297283
16	3	hop up r=1	chi2	0.48799247199474227	0.48799247199474227	1.0	29.9388961030241
16	3	hop up r=1	chi4	0.48799247199474227	-0.05701111294877603	24.384929376132927	29.9388961030241
16	3	hop up r=1	chi8	0.48799247199474227	0.00798436720810125	29.11287931168129	29.9388961030241
16	3	hop up r=1	exact	0.48799247199474227	0.0	29.9388961030241	29.9388961030241
16	3	hop up r=1	chi2_tavg	0.48799247199474227	0.48799247199474227	1.0	29.9388961030241
16	3	hop up r=1	chi4_tavg	0.48799247199474227	0.21626748999053363	4.276953602126402	29.9388961030241
16	3	hop up r=1	chi8_tavg	0.48799247199474227	0.033633234583472504	24.54597996566011	29.9388961030241
16	4	n	chi2	0.9999999729723644	-2.7027634574849912e-8	0.9999998799516496	0.9999999632235748
16	4	n	chi4	0.9999999729723644	-3.71271412502594e-8	0.9999999812631504	0.9999999632235748
16	4	n	chi8	0.9999999729723644	-5.966894234266107e-8	1.0000000036270946	0.9999999632235748
16	4	n	exact	0.9999999729723644	0.0	0.9999999632235748	0.9999999632235748
16	4	n	chi2_tavg	0.9999999729723644	-2.7027634574849912e-8	1.000000000807927	0.9999999632235748
16	4	n	chi4_tavg	0.9999999729723644	-2.8101821869519483e-8	1.0000000011082075	0.9999999632235748
16	4	n	chi8_tavg	0.9999999729723644	-2.9633676068563375e-8	1.0000000022901163	0.9999999632235748
16	4	Sz	chi2	1.4058661479063317e-7	-5.87601881017058e-7	0.9999990671118876	0.9999998149543975
16	4	Sz	chi4	1.4058661479063317e-7	-4.135760716533765e-9	0.9999998164635815	0.9999998149543975
16	4	Sz	chi8	1.4058661479063317e-7	6.264528910546185e-8	0.9999999061434955	0.9999998149543975
16	4	Sz	exact	1.4058661479063317e-7	0.0	0.9999998149543975	0.9999998149543975
16	4	Sz	chi2_tavg	1.4058661479063317e-7	1.4549492192726113e-7	1.0000000062873529	0.9999998149543975
16	4	Sz	chi4_tavg	1.4058661479063317e-7	1.4402860600305305e-7	1.0000000046060085	0.9999998149543975
16	4	Sz	chi8_tavg	1.4058661479063317e-7	1.465164058677785e-7	1.0000000080736438	0.9999998149543975
16	4	DoubleOcc	chi2	0.10001310007479017	0.10001310007479017	2.0678371218336093	26.885374131977265
16	4	DoubleOcc	chi4	0.10001310007479017	0.04315911070055023	8.1288595198193	26.885374131977265
16	4	DoubleOcc	chi8	0.10001310007479017	0.0005219622244051758	26.835468957419234	26.885374131977265
16	4	DoubleOcc	exact	0.10001310007479017	0.0	26.885374131977265	26.885374131977265
16	4	DoubleOcc	chi2_tavg	0.10001310007479017	0.10001310007479017	2.0678368993103966	26.885374131977265
16	4	DoubleOcc	chi4_tavg	0.10001310007479017	0.04686955315922681	7.248102959857266	26.885374131977265
16	4	DoubleOcc	chi8_tavg	0.10001310007479017	0.009785565933440682	23.56396743434274	26.885374131977265
16	4	ZZ onsite	chi2	-0.5999475456455705	0.4000524543544286	2.212806982604447	52.5425839258053
16	4	ZZ onsite	chi4	-0.5999475456455705	0.17263651705647953	10.084736700069156	52.5425839258053
16	4	ZZ onsite	chi8	-0.5999475456455705	0.002087968235502169	52.53835490141262	52.5425839258053
16	4	ZZ onsite	exact	-0.5999475456455705	0.0	52.5425839258053	52.5425839258053
16	4	ZZ onsite	chi2_tavg	-0.5999475456455705	0.4000524543544285	2.21280698260445	52.5425839258053
16	4	ZZ onsite	chi4_tavg	-0.5999475456455705	0.1874782688405464	8.802126913797792	52.5425839258053
16	4	ZZ onsite	chi8_tavg	-0.5999475456455705	0.0391423230011092	43.474776974532396	52.5425839258053
16	4	ZZ up-up r=1	chi2	-0.5185630941693016	-0.13636928495331174	10.779505676906286	41.92560966341034
16	4	ZZ up-up r=1	chi4	-0.5185630941693016	-0.17486135588472068	7.327496303029082	41.92560966341034
16	4	ZZ up-up r=1	chi8	-0.5185630941693016	-0.007660303511714428	41.37242988629822	41.92560966341034
