L	n_u	seed	n_m	n_repeat	observable	absA	prior	true	Delta	G	G_theory	CI_relwidth
16	50	5	100	300	Sz  |A|=1	1	chi8	6.825333007109968e-11	3.612213861359237e-10	0.999999999079281	NaN	1.063052480356319e-9
16	50	5	100	300	Sz  |A|=1	1	chi32	6.825333007109968e-11	6.841992250539164e-13	0.999999999897181	NaN	1.063052480356319e-9
16	50	5	100	300	Sz  |A|=1	1	exact	6.825333007109968e-11	0.0	0.9999999999131772	NaN	1.063052480356319e-9
16	50	5	100	300	ZZ onsite |A|=2	2	chi2	-0.5985704920183841	0.40142950798161536	2.1731840705699548	50.58961184532023	0.12053227580716927
16	50	5	100	300	ZZ onsite |A|=2	2	chi4	-0.5985704920183841	0.14172611448061567	13.92085825512028	50.58961184532023	0.12053227580716927
16	50	5	100	300	ZZ onsite |A|=2	2	chi8	-0.5985704920183841	-0.002375888552378913	61.236185311253635	50.58961184532023	0.12053227580716927
16	50	5	100	300	ZZ onsite |A|=2	2	chi32	-0.5985704920183841	-8.800334999614634e-6	61.27577392356683	50.58961184532023	0.12053227580716927
16	50	5	100	300	ZZ onsite |A|=2	2	exact	-0.5985704920183841	0.0	61.2757053865007	50.58961184532023	0.12053227580716927
16	50	5	100	300	ZZ up-up |A|=2	2	chi2	-0.3978048604828066	-0.05588934129602918	13.509581765003679	17.675482778502886	0.11118190551225743
16	50	5	100	300	ZZ up-up |A|=2	2	chi4	-0.3978048604828066	-0.33694326491432003	1.3626780975394477	17.675482778502886	0.11118190551225743
16	50	5	100	300	ZZ up-up |A|=2	2	chi8	-0.3978048604828066	-0.004365509915066401	18.327080263284348	17.675482778502886	0.11118190551225743
16	50	5	100	300	ZZ up-up |A|=2	2	chi32	-0.3978048604828066	-0.00014386712555558567	18.394579081152735	17.675482778502886	0.11118190551225743
16	50	5	100	300	ZZ up-up |A|=2	2	exact	-0.3978048604828066	0.0	18.39562905914137	17.675482778502886	0.11118190551225743
16	50	5	100	300	DoubleOcc |A|=2	2	chi2	0.10035737699017858	0.10035737699017855	2.2125291959296254	NaN	0.11098438923302505
16	50	5	100	300	DoubleOcc |A|=2	2	chi4	0.10035737699017858	0.0354315229591369	12.259272236486423	NaN	0.11098438923302505
16	50	5	100	300	DoubleOcc |A|=2	2	chi8	0.10035737699017858	-0.0005939715950023794	32.02148283247691	NaN	0.11098438923302505
16	50	5	100	300	DoubleOcc |A|=2	2	chi32	0.10035737699017858	-2.2000763591489836e-6	32.09114606405007	NaN	0.11098438923302505
16	50	5	100	300	DoubleOcc |A|=2	2	exact	0.10035737699017858	0.0	32.091348197334405	NaN	0.11098438923302505
16	50	5	100	300	SzSz |A|=2	2	chi2	-0.08155407383732062	0.003924805959373737	10.485725085551728	NaN	0.11237857239086167
16	50	5	100	300	SzSz |A|=2	2	chi4	-0.08155407383732062	-0.06633867494519897	1.435002548582325	NaN	0.11237857239086167
16	50	5	100	300	SzSz |A|=2	2	chi8	-0.08155407383732062	-0.0007873035619198054	12.539933785717897	NaN	0.11237857239086167
16	50	5	100	300	SzSz |A|=2	2	chi32	-0.08155407383732062	-4.321406686590146e-5	12.554548725089697	NaN	0.11237857239086167
16	50	5	100	300	SzSz |A|=2	2	exact	-0.08155407383732062	0.0	12.554394034919834	NaN	0.11237857239086167
16	50	5	100	300	hop |A|=3	3	chi2	0.4227169615035098	0.4227169615035098	1.0	NaN	0.11192542265994944
16	50	5	100	300	hop |A|=3	3	chi4	0.4227169615035098	0.4227169615035098	1.0	NaN	0.11192542265994944
16	50	5	100	300	hop |A|=3	3	chi8	0.4227169615035098	0.005699855880129889	26.610946850508476	NaN	0.11192542265994944
16	50	5	100	300	hop |A|=3	3	chi32	0.4227169615035098	0.00010409997357258005	26.86382003351358	NaN	0.11192542265994944
16	50	5	100	300	hop |A|=3	3	exact	0.4227169615035098	0.0	26.866294911286342	NaN	0.11192542265994944
16	50	5	100	300	ZZZZ |A|=4	4	chi2	0.5437227893572482	-0.4562772106427513	1.2772286039114176	42.386531746891016	0.17200072629494634
16	50	5	100	300	ZZZZ |A|=4	4	chi4	0.5437227893572482	-0.009609589043273581	33.303007043971775	42.386531746891016	0.17200072629494634
16	50	5	100	300	ZZZZ |A|=4	4	chi8	0.5437227893572482	-0.003358510723449948	34.21639245310283	42.386531746891016	0.17200072629494634
16	50	5	100	300	ZZZZ |A|=4	4	chi32	0.5437227893572482	-1.5389805756993447e-5	34.59325532056344	42.386531746891016	0.17200072629494634
16	50	5	100	300	ZZZZ |A|=4	4	exact	0.5437227893572482	0.0	34.594796668395276	42.386531746891016	0.17200072629494634
16	50	5	100	300	SxSx |A|=4	4	chi2	-0.08155407393587649	-0.08155407393587649	1.0	NaN	0.11898522651385958
16	50	5	100	300	SxSx |A|=4	4	chi4	-0.08155407393587649	-0.00868633917037781	7.339004148964777	NaN	0.11898522651385958
16	50	5	100	300	SxSx |A|=4	4	chi8	-0.08155407393587649	0.0014228968707603318	12.022201555635752	NaN	0.11898522651385958
16	50	5	100	300	SxSx |A|=4	4	chi32	-0.08155407393587649	-2.62097423203711e-5	12.046796999263291	NaN	0.11898522651385958
16	50	5	100	300	SxSx |A|=4	4	exact	-0.08155407393587649	0.0	12.04700048892716	NaN	0.11898522651385958
16	50	6	100	300	Sz  |A|=1	1	chi2	6.825333007109968e-11	-8.293536743822494e-8	0.9999999785300379	NaN	9.369089395393157e-10
16	50	6	100	300	Sz  |A|=1	1	chi4	6.825333007109968e-11	-8.397395851594824e-9	1.0000000010105194	NaN	9.369089395393157e-10
16	50	6	100	300	Sz  |A|=1	1	chi8	6.825333007109968e-11	3.612213861359237e-10	0.9999999997655274	NaN	9.369089395393157e-10
16	50	6	100	300	Sz  |A|=1	1	chi32	6.825333007109968e-11	6.841992250539164e-13	0.9999999999753849	NaN	9.369089395393157e-10
16	50	6	100	300	Sz  |A|=1	1	exact	6.825333007109968e-11	0.0	0.9999999999793898	NaN	9.369089395393157e-10
16	50	6	100	300	ZZ onsite |A|=2	2	chi2	-0.5985704920183841	0.40142950798161536	2.090327068531063	50.58961184532023	0.11899960976295632
16	50	6	100	300	ZZ onsite |A|=2	2	chi4	-0.5985704920183841	0.14172611448061567	12.798502999814836	50.58961184532023	0.11899960976295632
16	50	6	100	300	ZZ onsite |A|=2	2	chi8	-0.5985704920183841	-0.002375888552378913	54.99165892027115	50.58961184532023	0.11899960976295632
16	50	6	100	300	ZZ onsite |A|=2	2	chi32	-0.5985704920183841	-8.800334999614634e-6	54.8411789871824	50.58961184532023	0.11899960976295632
16	50	6	100	300	ZZ onsite |A|=2	2	exact	-0.5985704920183841	0.0	54.84044585042529	50.58961184532023	0.11899960976295632
16	50	6	100	300	ZZ up-up |A|=2	2	chi2	-0.3978048604828066	-0.05588934129602918	14.010395579562747	17.675482778502886	0.11405106199145025
16	50	6	100	300	ZZ up-up |A|=2	2	chi4	-0.3978048604828066	-0.33694326491432003	1.3608740055264	17.675482778502886	0.11405106199145025
16	50	6	100	300	ZZ up-up |A|=2	2	chi8	-0.3978048604828066	-0.004365509915066401	20.076979621615394	17.675482778502886	0.11405106199145025
16	50	6	100	300	ZZ up-up |A|=2	2	chi32	-0.3978048604828066	-0.00014386712555558567	20.23663391616955	17.675482778502886	0.11405106199145025
16	50	6	100	300	ZZ up-up |A|=2	2	exact	-0.3978048604828066	0.0	20.240616898189646	17.675482778502886	0.11405106199145025
16	50	6	100	300	DoubleOcc |A|=2	2	chi2	0.10035737699017858	0.10035737699017855	2.050861010852593	NaN	0.13170193159891774
16	50	6	100	300	DoubleOcc |A|=2	2	chi4	0.10035737699017858	0.0354315229591369	11.004184147984942	NaN	0.13170193159891774
16	50	6	100	300	DoubleOcc |A|=2	2	chi8	0.10035737699017858	-0.0005939715950023794	32.16184794893841	NaN	0.13170193159891774
16	50	6	100	300	DoubleOcc |A|=2	2	chi32	0.10035737699017858	-2.2000763591489836e-6	32.102500345371695	NaN	0.13170193159891774
16	50	6	100	300	DoubleOcc |A|=2	2	exact	0.10035737699017858	0.0	32.10222073474555	NaN	0.13170193159891774
16	50	6	100	300	SzSz |A|=2	2	chi2	-0.08155407383732062	0.003924805959373737	8.835561950960928	NaN	0.12192628726594248
16	50	6	100	300	SzSz |A|=2	2	chi4	-0.08155407383732062	-0.06633867494519897	1.4265275628998404	NaN	0.12192628726594248
16	50	6	100	300	SzSz |A|=2	2	chi8	-0.08155407383732062	-0.0007873035619198054	10.998648410275196	NaN	0.12192628726594248
16	50	6	100	300	SzSz |A|=2	2	chi32	-0.08155407383732062	-4.321406686590146e-5	11.008009524901992	NaN	0.12192628726594248
16	50	6	100	300	SzSz |A|=2	2	exact	-0.08155407383732062	0.0	11.007078606367338	NaN	0.12192628726594248
16	50	6	100	300	hop |A|=3	3	chi2	0.4227169615035098	0.4227169615035098	1.0	NaN	0.11980938068595313
16	50	6	100	300	hop |A|=3	3	chi4	0.4227169615035098	0.4227169615035098	1.0	NaN	0.11980938068595313
16	50	6	100	300	hop |A|=3	3	chi8	0.4227169615035098	0.005699855880129889	21.256006075666605	NaN	0.11980938068595313
16	50	6	100	300	hop |A|=3	3	chi32	0.4227169615035098	0.00010409997357258005	21.422905227882914	NaN	0.11980938068595313
16	50	6	100	300	hop |A|=3	3	exact	0.4227169615035098	0.0	21.424604363958007	NaN	0.11980938068595313
16	50	6	100	300	ZZZZ |A|=4	4	chi2	0.5437227893572482	-0.4562772106427513	1.2971855821581795	42.386531746891016	0.13814105304366284
16	50	6	100	300	ZZZZ |A|=4	4	chi4	0.5437227893572482	-0.009609589043273581	36.8444353897622	42.386531746891016	0.13814105304366284
16	50	6	100	300	ZZZZ |A|=4	4	chi8	0.5437227893572482	-0.003358510723449948	37.84370437593939	42.386531746891016	0.13814105304366284
16	50	6	100	300	ZZZZ |A|=4	4	chi32	0.5437227893572482	-1.5389805756993447e-5	38.239459078875015	42.386531746891016	0.13814105304366284
16	50	6	100	300	ZZZZ |A|=4	4	exact	0.5437227893572482	0.0	38.24104129169833	42.386531746891016	0.13814105304366284
16	50	6	100	300	SxSx |A|=4	4	chi2	-0.08155407393587649	-0.08155407393587649	1.0	NaN	0.13323784701623156
16	50	6	100	300	SxSx |A|=4	4	chi4	-0.08155407393587649	-0.00868633917037781	7.457077581544674	NaN	0.13323784701623156
16	50	6	100	300	SxSx |A|=4	4	chi8	-0.08155407393587649	0.0014228968707603318	11.930106828972383	NaN	0.13323784701623156
16	50	6	100	300	SxSx |A|=4	4	chi32	-0.08155407393587649	-2.62097423203711e-5	12.034992408627785	NaN	0.13323784701623156
16	50	6	100	300	SxSx |A|=4	4	exact	-0.08155407393587649	0.0	12.03357091308475	NaN	0.13323784701623156
16	50	7	100	300	Sz  |A|=1	1	chi2	6.825333007109968e-11	-8.293536743822494e-8	1.0000000338908364	NaN	9.984023065403588e-10
16	50	7	100	300	Sz  |A|=1	1	chi4	6.825333007109968e-11	-8.397395851594824e-9	1.0000000153009367	NaN	9.984023065403588e-10
16	50	7	100	300	Sz  |A|=1	1	chi8	6.825333007109968e-11	3.612213861359237e-10	0.9999999987320972	NaN	9.984023065403588e-10
16	50	7	100	300	Sz  |A|=1	1	chi32	6.825333007109968e-11	6.841992250539164e-13	1.0000000000011695	NaN	9.984023065403588e-10
16	50	7	100	300	Sz  |A|=1	1	exact	6.825333007109968e-11	0.0	1.0000000000169254	NaN	9.984023065403588e-10
16	50	7	100	300	ZZ onsite |A|=2	2	chi2	-0.5985704920183841	0.40142950798161536	2.1823394378709393	50.58961184532023	0.11761613875284163
16	50	7	100	300	ZZ onsite |A|=2	2	chi4	-0.5985704920183841	0.14172611448061567	13.539297576392322	50.58961184532023	0.11761613875284163
16	50	7	100	300	ZZ onsite |A|=2	2	chi8	-0.5985704920183841	-0.002375888552378913	51.2719863886679	50.58961184532023	0.11761613875284163
16	50	7	100	300	ZZ onsite |A|=2	2	chi32	-0.5985704920183841	-8.800334999614634e-6	51.33357743337192	50.58961184532023	0.11761613875284163
16	50	7	100	300	ZZ onsite |A|=2	2	exact	-0.5985704920183841	0.0	51.33365621802144	50.58961184532023	0.11761613875284163
16	50	7	100	300	ZZ up-up |A|=2	2	chi2	-0.3978048604828066	-0.05588934129602918	13.222129830633763	17.675482778502886	0.1290993998667258
16	50	7	100	300	ZZ up-up |A|=2	2	chi4	-0.3978048604828066	-0.33694326491432003	1.3611156128403343	17.675482778502886	0.1290993998667258
16	50	7	100	300	ZZ up-up |A|=2	2	chi8	-0.3978048604828066	-0.004365509915066401	17.934989436206806	17.675482778502886	0.1290993998667258
16	50	7	100	300	ZZ up-up |A|=2	2	chi32	-0.3978048604828066	-0.00014386712555558567	18.013167441699085	17.675482778502886	0.1290993998667258
16	50	7	100	300	ZZ up-up |A|=2	2	exact	-0.3978048604828066	0.0	18.014642837454055	17.675482778502886	0.1290993998667258
16	50	7	100	300	DoubleOcc |A|=2	2	chi2	0.10035737699017858	0.10035737699017855	2.2531894168058657	NaN	0.10882111899695082
16	50	7	100	300	DoubleOcc |A|=2	2	chi4	0.10035737699017858	0.0354315229591369	12.321621558104038	NaN	0.10882111899695082
16	50	7	100	300	DoubleOcc |A|=2	2	chi8	0.10035737699017858	-0.0005939715950023794	29.930882790020473	NaN	0.10882111899695082
16	50	7	100	300	DoubleOcc |A|=2	2	chi32	0.10035737699017858	-2.2000763591489836e-6	30.02126598600442	NaN	0.10882111899695082
16	50	7	100	300	DoubleOcc |A|=2	2	exact	0.10035737699017858	0.0	30.021553324770352	NaN	0.10882111899695082
16	50	7	100	300	SzSz |A|=2	2	chi2	-0.08155407383732062	0.003924805959373737	9.592550024547004	NaN	0.10566296483888336
16	50	7	100	300	SzSz |A|=2	2	chi4	-0.08155407383732062	-0.06633867494519897	1.4401254318573253	NaN	0.10566296483888336
16	50	7	100	300	SzSz |A|=2	2	chi8	-0.08155407383732062	-0.0007873035619198054	11.605330063509902	NaN	0.10566296483888336
16	50	7	100	300	SzSz |A|=2	2	chi32	-0.08155407383732062	-4.321406686590146e-5	11.646912170798497	NaN	0.10566296483888336
16	50	7	100	300	SzSz |A|=2	2	exact	-0.08155407383732062	0.0	11.645482824593785	NaN	0.10566296483888336
16	50	7	100	300	hop |A|=3	3	chi2	0.4227169615035098	0.4227169615035098	1.0	NaN	0.12501296536050505
16	50	7	100	300	hop |A|=3	3	chi4	0.4227169615035098	0.4227169615035098	1.0	NaN	0.12501296536050505
16	50	7	100	300	hop |A|=3	3	chi8	0.4227169615035098	0.005699855880129889	20.290667159201373	NaN	0.12501296536050505
16	50	7	100	300	hop |A|=3	3	chi32	0.4227169615035098	0.00010409997357258005	20.351862446464338	NaN	0.12501296536050505
16	50	7	100	300	hop |A|=3	3	exact	0.4227169615035098	0.0	20.35169392377344	NaN	0.12501296536050505
16	50	7	100	300	ZZZZ |A|=4	4	chi2	0.5437227893572482	-0.4562772106427513	1.410769629278949	42.386531746891016	0.15688716733416438
16	50	7	100	300	ZZZZ |A|=4	4	chi4	0.5437227893572482	-0.009609589043273581	42.940154680525616	42.386531746891016	0.15688716733416438
16	50	7	100	300	ZZZZ |A|=4	4	chi8	0.5437227893572482	-0.003358510723449948	43.40846826038646	42.386531746891016	0.15688716733416438
16	50	7	100	300	ZZZZ |A|=4	4	chi32	0.5437227893572482	-1.5389805756993447e-5	43.46228203777126	42.386531746891016	0.15688716733416438
16	50	7	100	300	ZZZZ |A|=4	4	exact	0.5437227893572482	0.0	43.46220788318175	42.386531746891016	0.15688716733416438
16	50	7	100	300	SxSx |A|=4	4	chi2	-0.08155407393587649	-0.08155407393587649	1.0	NaN	0.112400491878941
16	50	7	100	300	SxSx |A|=4	4	chi4	-0.08155407393587649	-0.00868633917037781	8.168678480360514	NaN	0.112400491878941
16	50	7	100	300	SxSx |A|=4	4	chi8	-0.08155407393587649	0.0014228968707603318	13.878789418840663	NaN	0.112400491878941
16	50	7	100	300	SxSx |A|=4	4	chi32	-0.08155407393587649	-2.62097423203711e-5	13.93898679212771	NaN	0.112400491878941
16	50	7	100	300	SxSx |A|=4	4	exact	-0.08155407393587649	0.0	13.93918217441984	NaN	0.112400491878941
16	400	0	100	300	Sz  |A|=1	1	chi2	6.825333007109968e-11	-8.293536743822494e-8	1.0000000322860583	NaN	9.578122728679204e-10
16	400	0	100	300	Sz  |A|=1	1	chi4	6.825333007109968e-11	-8.397395851594824e-9	0.9999999905890926	NaN	9.578122728679204e-10
16	400	0	100	300	Sz  |A|=1	1	chi8	6.825333007109968e-11	3.612213861359237e-10	1.000000001117661	NaN	9.578122728679204e-10
16	400	0	100	300	Sz  |A|=1	1	chi32	6.825333007109968e-11	6.841992250539164e-13	1.0000000000546216	NaN	9.578122728679204e-10
16	400	0	100	300	Sz  |A|=1	1	exact	6.825333007109968e-11	0.0	1.000000000038288	NaN	9.578122728679204e-10
16	400	0	100	300	ZZ onsite |A|=2	2	chi2	-0.5985704920183841	0.40142950798161536	2.160044303273514	50.58961184532023	0.11251399246153543
16	400	0	100	300	ZZ onsite |A|=2	2	chi4	-0.5985704920183841	0.14172611448061567	13.351515986857471	50.58961184532023	0.11251399246153543
16	400	0	100	300	ZZ onsite |A|=2	2	chi8	-0.5985704920183841	-0.002375888552378913	51.975058715084955	50.58961184532023	0.11251399246153543
16	400	0	100	300	ZZ onsite |A|=2	2	chi32	-0.5985704920183841	-8.800334999614634e-6	51.99208559737387	50.58961184532023	0.11251399246153543
16	400	0	100	300	ZZ onsite |A|=2	2	exact	-0.5985704920183841	0.0	51.99199383833729	50.58961184532023	0.11251399246153543
16	400	0	100	300	ZZ up-up |A|=2	2	chi2	-0.3978048604828066	-0.05588934129602918	11.599546043312436	17.675482778502886	0.09711016221679687
16	400	0	100	300	ZZ up-up |A|=2	2	chi4	-0.3978048604828066	-0.33694326491432003	1.352155736332	17.675482778502886	0.09711016221679687
16	400	0	100	300	ZZ up-up |A|=2	2	chi8	-0.3978048604828066	-0.004365509915066401	15.529647461632218	17.675482778502886	0.09711016221679687
16	400	0	100	300	ZZ up-up |A|=2	2	chi32	-0.3978048604828066	-0.00014386712555558567	15.637053891882159	17.675482778502886	0.09711016221679687
16	400	0	100	300	ZZ up-up |A|=2	2	exact	-0.3978048604828066	0.0	15.639862066067383	17.675482778502886	0.09711016221679687
16	400	0	100	300	DoubleOcc |A|=2	2	chi2	0.10035737699017858	0.10035737699017855	2.093395091619948	NaN	0.09039619640770978
16	400	0	100	300	DoubleOcc |A|=2	2	chi4	0.10035737699017858	0.0354315229591369	10.945422817749952	NaN	0.09039619640770978
16	400	0	100	300	DoubleOcc |A|=2	2	chi8	0.10035737699017858	-0.0005939715950023794	28.58689443550488	NaN	0.09039619640770978
16	400	0	100	300	DoubleOcc |A|=2	2	chi32	0.10035737699017858	-2.2000763591489836e-6	28.574418367017806	NaN	0.09039619640770978
16	400	0	100	300	DoubleOcc |A|=2	2	exact	0.10035737699017858	0.0	28.574325654659873	NaN	0.09039619640770978
16	400	0	100	300	SzSz |A|=2	2	chi2	-0.08155407383732062	0.003924805959373737	10.24527839453288	NaN	0.10694422913185053
16	400	0	100	300	SzSz |A|=2	2	chi4	-0.08155407383732062	-0.06633867494519897	1.4376340463413346	NaN	0.10694422913185053
16	400	0	100	300	SzSz |A|=2	2	chi8	-0.08155407383732062	-0.0007873035619198054	11.465171188789629	NaN	0.10694422913185053
16	400	0	100	300	SzSz |A|=2	2	chi32	-0.08155407383732062	-4.321406686590146e-5	11.546559986498927	NaN	0.10694422913185053
16	400	0	100	300	SzSz |A|=2	2	exact	-0.08155407383732062	0.0	11.54909440718069	NaN	0.10694422913185053
16	400	0	100	300	hop |A|=3	3	chi2	0.4227169615035098	0.4227169615035098	1.0	NaN	0.11110310300175856
16	400	0	100	300	hop |A|=3	3	chi4	0.4227169615035098	0.4227169615035098	1.0	NaN	0.11110310300175856
16	400	0	100	300	hop |A|=3	3	chi8	0.4227169615035098	0.005699855880129889	20.758694300182235	NaN	0.11110310300175856
16	400	0	100	300	hop |A|=3	3	chi32	0.4227169615035098	0.00010409997357258005	20.783601089197408	NaN	0.11110310300175856
16	400	0	100	300	hop |A|=3	3	exact	0.4227169615035098	0.0	20.782687032429795	NaN	0.11110310300175856
16	400	0	100	300	ZZZZ |A|=4	4	chi2	0.5437227893572482	-0.4562772106427513	1.5223381847201232	42.386531746891016	0.11993645999482298
16	400	0	100	300	ZZZZ |A|=4	4	chi4	0.5437227893572482	-0.009609589043273581	47.661438874820085	42.386531746891016	0.11993645999482298
16	400	0	100	300	ZZZZ |A|=4	4	chi8	0.5437227893572482	-0.003358510723449948	47.344101442578	42.386531746891016	0.11993645999482298
16	400	0	100	300	ZZZZ |A|=4	4	chi32	0.5437227893572482	-1.5389805756993447e-5	46.94928171035823	42.386531746891016	0.11993645999482298
16	400	0	100	300	ZZZZ |A|=4	4	exact	0.5437227893572482	0.0	46.94711566904881	42.386531746891016	0.11993645999482298
16	400	0	100	300	SxSx |A|=4	4	chi2	-0.08155407393587649	-0.08155407393587649	1.0	NaN	0.12644263295775776
16	400	0	100	300	SxSx |A|=4	4	chi4	-0.08155407393587649	-0.00868633917037781	7.634722306795738	NaN	0.12644263295775776
16	400	0	100	300	SxSx |A|=4	4	chi8	-0.08155407393587649	0.0014228968707603318	14.10147909714277	NaN	0.12644263295775776
16	400	0	100	300	SxSx |A|=4	4	chi32	-0.08155407393587649	-2.62097423203711e-5	14.301944714407233	NaN	0.12644263295775776
16	400	0	100	300	SxSx |A|=4	4	exact	-0.08155407393587649	0.0	14.301497474469896	NaN	0.12644263295775776
16	400	1	100	300	Sz  |A|=1	1	chi2	6.825333007109968e-11	-8.293536743822494e-8	0.9999999524350095	NaN	1.1236622751099527e-9
16	400	1	100	300	Sz  |A|=1	1	chi4	6.825333007109968e-11	-8.397395851594824e-9	1.000000003964559	NaN	1.1236622751099527e-9
16	400	1	100	300	Sz  |A|=1	1	chi8	6.825333007109968e-11	3.612213861359237e-10	0.99999999931322	NaN	1.1236622751099527e-9
16	400	1	100	300	Sz  |A|=1	1	chi32	6.825333007109968e-11	6.841992250539164e-13	0.9999999999416166	NaN	1.1236622751099527e-9
16	400	1	100	300	Sz  |A|=1	1	exact	6.825333007109968e-11	0.0	0.9999999999527437	NaN	1.1236622751099527e-9
16	400	1	100	300	ZZ onsite |A|=2	2	chi2	-0.5985704920183841	0.40142950798161536	2.0825339405098617	50.58961184532023	0.1089762625839815
16	400	1	100	300	ZZ onsite |A|=2	2	chi4	-0.5985704920183841	0.14172611448061567	12.048694682838526	50.58961184532023	0.1089762625839815
16	400	1	100	300	ZZ onsite |A|=2	2	chi8	-0.5985704920183841	-0.002375888552378913	42.22777155427579	50.58961184532023	0.1089762625839815
16	400	1	100	300	ZZ onsite |A|=2	2	chi32	-0.5985704920183841	-8.800334999614634e-6	42.146520133660985	50.58961184532023	0.1089762625839815
16	400	1	100	300	ZZ onsite |A|=2	2	exact	-0.5985704920183841	0.0	42.14611583474747	50.58961184532023	0.1089762625839815
16	400	1	100	300	ZZ up-up |A|=2	2	chi2	-0.3978048604828066	-0.05588934129602918	13.725084617616906	17.675482778502886	0.11714125528374977
16	400	1	100	300	ZZ up-up |A|=2	2	chi4	-0.3978048604828066	-0.33694326491432003	1.3648270033403926	17.675482778502886	0.11714125528374977
16	400	1	100	300	ZZ up-up |A|=2	2	chi8	-0.3978048604828066	-0.004365509915066401	18.398988650938694	17.675482778502886	0.11714125528374977
16	400	1	100	300	ZZ up-up |A|=2	2	chi32	-0.3978048604828066	-0.00014386712555558567	18.43610321978145	17.675482778502886	0.11714125528374977
16	400	1	100	300	ZZ up-up |A|=2	2	exact	-0.3978048604828066	0.0	18.43609424128957	17.675482778502886	0.11714125528374977
16	400	1	100	300	DoubleOcc |A|=2	2	chi2	0.10035737699017858	0.10035737699017855	2.050538203266368	NaN	0.11118483312618614
16	400	1	100	300	DoubleOcc |A|=2	2	chi4	0.10035737699017858	0.0354315229591369	10.053130784163702	NaN	0.11118483312618614
16	400	1	100	300	DoubleOcc |A|=2	2	chi8	0.10035737699017858	-0.0005939715950023794	23.904827915829777	NaN	0.11118483312618614
16	400	1	100	300	DoubleOcc |A|=2	2	chi32	0.10035737699017858	-2.2000763591489836e-6	23.883598002921815	NaN	0.11118483312618614
16	400	1	100	300	DoubleOcc |A|=2	2	exact	0.10035737699017858	0.0	23.883486808810723	NaN	0.11118483312618614
16	400	1	100	300	SzSz |A|=2	2	chi2	-0.08155407383732062	0.003924805959373737	9.64771079209337	NaN	0.11786951993772364
16	400	1	100	300	SzSz |A|=2	2	chi4	-0.08155407383732062	-0.06633867494519897	1.4366991265192635	NaN	0.11786951993772364
16	400	1	100	300	SzSz |A|=2	2	chi8	-0.08155407383732062	-0.0007873035619198054	11.296519734886274	NaN	0.11786951993772364
16	400	1	100	300	SzSz |A|=2	2	chi32	-0.08155407383732062	-4.321406686590146e-5	11.262949443286024	NaN	0.11786951993772364
16	400	1	100	300	SzSz |A|=2	2	exact	-0.08155407383732062	0.0	11.260671343797435	NaN	0.11786951993772364
16	400	1	100	300	hop |A|=3	3	chi2	0.4227169615035098	0.4227169615035098	1.0	NaN	0.11333000870136521
16	400	1	100	300	hop |A|=3	3	chi4	0.4227169615035098	0.4227169615035098	1.0	NaN	0.11333000870136521
16	400	1	100	300	hop |A|=3	3	chi8	0.4227169615035098	0.005699855880129889	22.32696180424176	NaN	0.11333000870136521
16	400	1	100	300	hop |A|=3	3	chi32	0.4227169615035098	0.00010409997357258005	21.95326787812642	NaN	0.11333000870136521
16	400	1	100	300	hop |A|=3	3	exact	0.4227169615035098	0.0	21.944793402307923	NaN	0.11333000870136521
16	400	1	100	300	ZZZZ |A|=4	4	chi2	0.5437227893572482	-0.4562772106427513	1.3996738343182937	42.386531746891016	0.12408220156707915
16	400	1	100	300	ZZZZ |A|=4	4	chi4	0.5437227893572482	-0.009609589043273581	50.05856422359277	42.386531746891016	0.12408220156707915
16	400	1	100	300	ZZZZ |A|=4	4	chi8	0.5437227893572482	-0.003358510723449948	50.82870396414031	42.386531746891016	0.12408220156707915
16	400	1	100	300	ZZZZ |A|=4	4	chi32	0.5437227893572482	-1.5389805756993447e-5	50.97171050859831	42.386531746891016	0.12408220156707915
16	400	1	100	300	ZZZZ |A|=4	4	exact	0.5437227893572482	0.0	50.97192404896496	42.386531746891016	0.12408220156707915
16	400	1	100	300	SxSx |A|=4	4	chi2	-0.08155407393587649	-0.08155407393587649	1.0	NaN	0.11959708252571907
16	400	1	100	300	SxSx |A|=4	4	chi4	-0.08155407393587649	-0.00868633917037781	7.432399456114625	NaN	0.11959708252571907
16	400	1	100	300	SxSx |A|=4	4	chi8	-0.08155407393587649	0.0014228968707603318	13.907072723133341	NaN	0.11959708252571907
16	400	1	100	300	SxSx |A|=4	4	chi32	-0.08155407393587649	-2.62097423203711e-5	13.998643010774986	NaN	0.11959708252571907
16	400	1	100	300	SxSx |A|=4	4	exact	-0.08155407393587649	0.0	13.999174096684289	NaN	0.11959708252571907
16	400	2	100	300	Sz  |A|=1	1	chi2	6.825333007109968e-11	-8.293536743822494e-8	1.0000000607924233	NaN	9.53238877975762e-10
16	400	2	100	300	Sz  |A|=1	1	chi4	6.825333007109968e-11	-8.397395851594824e-9	1.0000000175544494	NaN	9.53238877975762e-10
16	400	2	100	300	Sz  |A|=1	1	chi8	6.825333007109968e-11	3.612213861359237e-10	0.9999999986846719	NaN	9.53238877975762e-10
16	400	2	100	300	Sz  |A|=1	1	chi32	6.825333007109968e-11	6.841992250539164e-13	1.000000000024162	NaN	9.53238877975762e-10
16	400	2	100	300	Sz  |A|=1	1	exact	6.825333007109968e-11	0.0	1.0000000000394993	NaN	9.53238877975762e-10
