geometry	rho	U	site	observable	prior	true	Delta	relerr	G	G_max
cylinder	DMRG	4.0	1	DoubleOcc	chi8	0.09113601060132054	0.007955669644278796	0.08729446891285715	26.438369547420038	29.846742890334177
cylinder	DMRG	4.0	1	DoubleOcc	chi32	0.09113601060132054	0.0004884108334936577	0.005359142124733082	29.739965497115225	29.846742890334177
cylinder	DMRG	4.0	1	DoubleOcc	chi128	0.09113601060132054	1.0019453041715254e-5	0.00010993956149283184	29.844714308158167	29.846742890334177
cylinder	DMRG	4.0	1	DoubleOcc	exact	0.09113601060132054	0.0	0.0	29.846742890334177	29.846742890334177
cylinder	DMRG	4.0	1	DoubleOcc	UHF	0.09113601060132054	0.003237868626629975	0.03552787317841032	1.1335087210543326	29.846742890334177
cylinder	DMRG	4.0	1	DoubleOcc	UHFsym	0.09113601060132054	0.003237868626632029	0.03552787317843286	28.85536296209961	29.846742890334177
cylinder	DMRG	4.0	1	ZZ onsite	chi4	-0.6354559575998522	0.17162616136308206	0.2700834877861911	10.997196724548678	62.95026444264037
cylinder	DMRG	4.0	1	ZZ onsite	chi8	-0.6354559575998522	0.031822678568302676	0.05007849590158611	53.04085222551878	62.95026444264037
cylinder	DMRG	4.0	1	ZZ onsite	chi32	-0.6354559575998522	0.0019536433399314213	0.003074396134879947	62.797622845085975	62.95026444264037
cylinder	DMRG	4.0	1	ZZ onsite	chi128	-0.6354559575998522	4.0077810927630075e-5	6.306937632468802e-5	62.947873382506	62.95026444264037
cylinder	DMRG	4.0	1	ZZ onsite	exact	-0.6354559575998522	0.0	0.0	62.95026444264037	62.95026444264037
cylinder	DMRG	4.0	1	ZZ onsite	UHF	-0.6354559575998522	0.012951474501395333	0.020381388114313503	60.63536203160378	62.95026444264037
cylinder	DMRG	4.0	1	ZZ onsite	UHFsym	-0.6354559575998522	0.012951474501397775	0.020381388114317348	60.635362031603115	62.95026444264037
cylinder	DMRG	4.0	1	ZZ up-up nb	chi4	-0.5505685067315869	0.17730107635045023	0.32203272468849736	8.291921053958811	40.96288722650813
cylinder	DMRG	4.0	1	ZZ up-up nb	chi8	-0.5505685067315869	0.0870244685714765	0.15806292497202834	21.43972277661951	40.96288722650813
cylinder	DMRG	4.0	1	ZZ up-up nb	chi32	-0.5505685067315869	0.004621297644750166	0.008393683235142146	41.01396332802359	40.96288722650813
cylinder	DMRG	4.0	1	ZZ up-up nb	chi128	-0.5505685067315869	0.00011386619953923649	0.00020681567897008052	40.96688297530694	40.96288722650813
cylinder	DMRG	4.0	1	ZZ up-up nb	exact	-0.5505685067315869	0.0	0.0	40.96288722650813	40.96288722650813
cylinder	DMRG	4.0	1	ZZ up-up nb	UHF	-0.5505685067315869	0.2612960727951299	0.4745932061139795	4.238083217799351	40.96288722650813
cylinder	DMRG	4.0	1	ZZ up-up nb	UHFsym	-0.5505685067315869	-0.1711866187333443	0.31092700842912757	8.248288655650544	40.96288722650813
cylinder	DMRG	4.0	1	SzSz nb	chi4	-0.11753090259146066	0.04032175804941533	0.34307366965073366	6.809271459831426	34.077992826340726
cylinder	DMRG	4.0	1	SzSz nb	chi8	-0.11753090259146066	0.02174369543117731	0.1850040708592084	15.314474401415977	34.077992826340726
cylinder	DMRG	4.0	1	SzSz nb	chi32	-0.11753090259146066	0.001024961075879488	0.008720779414434257	33.920393046575356	34.077992826340726
cylinder	DMRG	4.0	1	SzSz nb	chi128	-0.11753090259146066	2.7406588679806942e-5	0.00023318623507106632	34.07554335563955	34.077992826340726
cylinder	DMRG	4.0	1	SzSz nb	exact	-0.11753090259146066	0.0	0.0	34.077992826340726	34.077992826340726
cylinder	DMRG	4.0	1	SzSz nb	UHF	-0.11753090259146066	0.0650030988620351	0.5530724041828126	3.010443017435357	34.077992826340726
cylinder	DMRG	4.0	1	SzSz nb	UHFsym	-0.11753090259146066	-0.04311757402008283	0.3668615918824364	6.3220385459040065	34.077992826340726
cylinder	DMRG	4.0	1	SxSx nb	chi4	-0.11753090259483946	0.049870851097630994	0.42432117848655676	4.852137175485356	30.554039230076906
cylinder	DMRG	4.0	1	SxSx nb	chi8	-0.11753090259483946	0.024075956957015907	0.20484788617689925	13.20713905107668	30.554039230076906
cylinder	DMRG	4.0	1	SxSx nb	chi32	-0.11753090259483946	0.0008410217180630231	0.007155749675149271	30.424161461460038	30.554039230076906
cylinder	DMRG	4.0	1	SxSx nb	chi128	-0.11753090259483946	2.4647274857778068e-5	0.00020970888773605214	30.551528895919137	30.554039230076906
cylinder	DMRG	4.0	1	SxSx nb	exact	-0.11753090259483946	0.0	0.0	30.554039230076906	30.554039230076906
cylinder	DMRG	4.0	1	SxSx nb	UHF	-0.11753090259483946	-0.09709875916665658	0.8261551389712546	1.5242970547609551	30.554039230076906
cylinder	DMRG	4.0	1	SxSx nb	UHFsym	-0.11753090259483946	-0.04303842272559759	0.3661881409518531	6.55912878926651	30.554039230076906
