W	geometry	LX	U	r	i	j	prior	x	y	G
1	cylinder	64	8.0	7	25	32	UHF-sym	-0.0907962166	-0.2936164643	3.71007478e-01
1	cylinder	64	8.0	7	26	33	UHF-sym	-0.0668064614	-0.2936164643	2.50035942e-01
1	cylinder	64	8.0	7	27	34	UHF-sym	-0.0907042324	-0.2936164643	3.70426111e-01
1	cylinder	64	8.0	7	28	35	UHF-sym	-0.0668798037	-0.2936164643	2.50324068e-01
1	cylinder	64	8.0	7	29	36	UHF-sym	-0.0906739019	-0.2936164643	3.70234640e-01
1	cylinder	64	8.0	7	30	37	UHF-sym	-0.0668798038	-0.2936164643	2.50324069e-01
1	cylinder	64	8.0	7	31	38	UHF-sym	-0.0907042323	-0.2936164643	3.70426111e-01
1	cylinder	64	8.0	7	32	39	UHF-sym	-0.0668064612	-0.2936164643	2.50035941e-01
1	cylinder	64	8.0	7	33	40	UHF-sym	-0.0907962158	-0.2936164643	3.71007473e-01
1	cylinder	64	8.0	7	34	41	UHF-sym	-0.0666567037	-0.2936164643	2.49448964e-01
1	cylinder	64	8.0	7	35	42	UHF-sym	-0.0909529181	-0.2936164643	3.72000263e-01
1	cylinder	64	8.0	7	36	43	UHF-sym	-0.0664240156	-0.2936164643	2.48540519e-01
1	cylinder	64	8.0	7	37	44	UHF-sym	-0.0911797436	-0.2936164643	3.73442662e-01
1	cylinder	64	8.0	7	38	45	UHF-sym	-0.0660976048	-0.2936164643	2.47273482e-01
1	cylinder	64	8.0	7	39	46	UHF-sym	-0.0914849317	-0.2936164643	3.75393383e-01
1	cylinder	64	8.0	7	40	47	UHF-sym	-0.0656608858	-0.2936164643	2.45591538e-01
1	cylinder	64	8.0	7	41	48	UHF-sym	-0.0918803612	-0.2936164643	3.77938089e-01
1	cylinder	64	8.0	7	17	24	RHF	-0.0918803611	-0.0120501536	1.11804837e+00
1	cylinder	64	8.0	7	18	25	RHF	-0.0656608857	-0.0054070543	1.04590256e+00
1	cylinder	64	8.0	7	19	26	RHF	-0.0914849315	-0.0118277975	1.11566321e+00
1	cylinder	64	8.0	7	20	27	RHF	-0.0660976043	-0.0055378073	1.04717435e+00
1	cylinder	64	8.0	7	21	28	RHF	-0.0911797435	-0.0116622304	1.11388828e+00
1	cylinder	64	8.0	7	22	29	RHF	-0.0664240153	-0.0056357651	1.04813097e+00
1	cylinder	64	8.0	7	23	30	RHF	-0.0909529179	-0.0115424645	1.11260483e+00
1	cylinder	64	8.0	7	24	31	RHF	-0.0666567035	-0.0057056633	1.04881560e+00
1	cylinder	64	8.0	7	25	32	RHF	-0.0907962166	-0.0114613200	1.11173547e+00
1	cylinder	64	8.0	7	26	33	RHF	-0.0668064614	-0.0057506617	1.04925725e+00
1	cylinder	64	8.0	7	27	34	RHF	-0.0907042324	-0.0114142852	1.11123162e+00
1	cylinder	64	8.0	7	28	35	RHF	-0.0668798037	-0.0057726994	1.04947381e+00
1	cylinder	64	8.0	7	29	36	RHF	-0.0906739019	-0.0113988720	1.11106652e+00
1	cylinder	64	8.0	7	30	37	RHF	-0.0668798038	-0.0057726994	1.04947381e+00
1	cylinder	64	8.0	7	31	38	RHF	-0.0907042323	-0.0114142852	1.11123162e+00
1	cylinder	64	8.0	7	32	39	RHF	-0.0668064612	-0.0057506617	1.04925725e+00
1	cylinder	64	8.0	7	33	40	RHF	-0.0907962158	-0.0114613200	1.11173547e+00
1	cylinder	64	8.0	7	34	41	RHF	-0.0666567037	-0.0057056633	1.04881560e+00
1	cylinder	64	8.0	7	35	42	RHF	-0.0909529181	-0.0115424645	1.11260483e+00
1	cylinder	64	8.0	7	36	43	RHF	-0.0664240156	-0.0056357651	1.04813097e+00
1	cylinder	64	8.0	7	37	44	RHF	-0.0911797436	-0.0116622304	1.11388828e+00
1	cylinder	64	8.0	7	38	45	RHF	-0.0660976048	-0.0055378073	1.04717435e+00
1	cylinder	64	8.0	7	39	46	RHF	-0.0914849317	-0.0118277975	1.11566321e+00
1	cylinder	64	8.0	7	40	47	RHF	-0.0656608858	-0.0054070543	1.04590256e+00
1	cylinder	64	8.0	7	41	48	RHF	-0.0918803612	-0.0120501536	1.11804837e+00
1	cylinder	64	8.0	7	17	24	chi4	-0.0918803611	-0.0775067197	1.72484317e+00
1	cylinder	64	8.0	7	18	25	chi4	-0.0656608857	-0.0221198526	1.18442938e+00
1	cylinder	64	8.0	7	19	26	chi4	-0.0914849315	-0.0783219129	1.72346626e+00
1	cylinder	64	8.0	7	20	27	chi4	-0.0660976043	-0.0224192631	1.18774598e+00
1	cylinder	64	8.0	7	21	28	chi4	-0.0911797435	-0.0790007835	1.72229676e+00
1	cylinder	64	8.0	7	22	29	chi4	-0.0664240153	-0.0226687333	1.19044197e+00
1	cylinder	64	8.0	7	23	30	chi4	-0.0909529179	-0.0795654532	1.72145306e+00
1	cylinder	64	8.0	7	24	31	chi4	-0.0666567035	-0.0228755509	1.19260231e+00
1	cylinder	64	8.0	7	25	32	chi4	-0.0907962166	-0.0800312102	1.72101180e+00
1	cylinder	64	8.0	7	26	33	chi4	-0.0668064614	-0.0230446206	1.19428335e+00
1	cylinder	64	8.0	7	27	34	chi4	-0.0907042324	-0.0804082315	1.72102681e+00
1	cylinder	64	8.0	7	28	35	chi4	-0.0668798037	-0.0231790051	1.19551929e+00
1	cylinder	64	8.0	7	29	36	chi4	-0.0906739019	-0.0807025970	1.72154024e+00
1	cylinder	64	8.0	7	30	37	chi4	-0.0668798038	-0.0232802202	1.19632565e+00
1	cylinder	64	8.0	7	31	38	chi4	-0.0907042323	-0.0809168134	1.72258891e+00
1	cylinder	64	8.0	7	32	39	chi4	-0.0668064612	-0.0233483511	1.19670062e+00
1	cylinder	64	8.0	7	33	40	chi4	-0.0907962158	-0.0810499534	1.72420775e+00
1	cylinder	64	8.0	7	34	41	chi4	-0.0666567037	-0.0233820124	1.19662461e+00
1	cylinder	64	8.0	7	35	42	chi4	-0.0909529181	-0.0810974339	1.72643105e+00
1	cylinder	64	8.0	7	36	43	chi4	-0.0664240156	-0.0233781450	1.19605777e+00
1	cylinder	64	8.0	7	37	44	chi4	-0.0911797436	-0.0810503811	1.72929101e+00
1	cylinder	64	8.0	7	38	45	chi4	-0.0660976048	-0.0233316023	1.19493516e+00
1	cylinder	64	8.0	7	39	46	chi4	-0.0914849317	-0.0808944489	1.73281268e+00
1	cylinder	64	8.0	7	40	47	chi4	-0.0656608858	-0.0232344294	1.19315828e+00
1	cylinder	64	8.0	7	41	48	chi4	-0.0918803612	-0.0806078110	1.73700215e+00
1	cylinder	64	8.0	7	17	24	chi8	-0.0918803611	-0.0823924065	1.74272505e+00
1	cylinder	64	8.0	7	18	25	chi8	-0.0656608857	-0.0291615199	1.23769102e+00
1	cylinder	64	8.0	7	19	26	chi8	-0.0914849315	-0.0820672561	1.73642881e+00
1	cylinder	64	8.0	7	20	27	chi8	-0.0660976043	-0.0291530533	1.23906201e+00
1	cylinder	64	8.0	7	21	28	chi8	-0.0911797435	-0.0817901416	1.73151161e+00
1	cylinder	64	8.0	7	22	29	chi8	-0.0664240153	-0.0291384169	1.24001548e+00
1	cylinder	64	8.0	7	23	30	chi8	-0.0909529179	-0.0815593042	1.72779599e+00
1	cylinder	64	8.0	7	24	31	chi8	-0.0666567035	-0.0291217271	1.24064306e+00
1	cylinder	64	8.0	7	25	32	chi8	-0.0907962166	-0.0813738923	1.72515978e+00
1	cylinder	64	8.0	7	26	33	chi8	-0.0668064614	-0.0291057818	1.24100550e+00
1	cylinder	64	8.0	7	27	34	chi8	-0.0907042324	-0.0812340081	1.72352446e+00
1	cylinder	64	8.0	7	28	35	chi8	-0.0668798037	-0.0290925647	1.24114190e+00
1	cylinder	64	8.0	7	29	36	chi8	-0.0906739019	-0.0811407687	1.72284823e+00
1	cylinder	64	8.0	7	30	37	chi8	-0.0668798038	-0.0290835301	1.24107479e+00
1	cylinder	64	8.0	7	31	38	chi8	-0.0907042323	-0.0810963977	1.72312225e+00
1	cylinder	64	8.0	7	32	39	chi8	-0.0668064612	-0.0290797514	1.24081247e+00
1	cylinder	64	8.0	7	33	40	chi8	-0.0907962158	-0.0811043605	1.72436982e+00
1	cylinder	64	8.0	7	34	41	chi8	-0.0666567037	-0.0290819683	1.24034929e+00
1	cylinder	64	8.0	7	35	42	chi8	-0.0909529181	-0.0811695575	1.72664836e+00
1	cylinder	64	8.0	7	36	43	chi8	-0.0664240156	-0.0290905343	1.23966369e+00
1	cylinder	64	8.0	7	37	44	chi8	-0.0911797436	-0.0812985859	1.73005418e+00
1	cylinder	64	8.0	7	38	45	chi8	-0.0660976048	-0.0291052320	1.23871346e+00
1	cylinder	64	8.0	7	39	46	chi8	-0.0914849317	-0.0815000849	1.73473110e+00
1	cylinder	64	8.0	7	40	47	chi8	-0.0656608858	-0.0291248694	1.23742675e+00
1	cylinder	64	8.0	7	41	48	chi8	-0.0918803612	-0.0817851684	1.74088407e+00
1	cylinder	64	8.0	8	17	25	UHF	0.0663446753	0.8808493920	2.31272930e-02
1	cylinder	64	8.0	8	18	26	UHF	0.0650458649	0.8808493920	2.28055331e-02
1	cylinder	64	8.0	8	19	27	UHF	0.0662530465	0.8808493920	2.31043688e-02
1	cylinder	64	8.0	8	20	28	UHF	0.0652583009	0.8808493920	2.28576932e-02
1	cylinder	64	8.0	8	21	29	UHF	0.0661656360	0.8808493920	2.30825318e-02
1	cylinder	64	8.0	8	22	30	UHF	0.0654303409	0.8808493920	2.29000685e-02
1	cylinder	64	8.0	8	23	31	UHF	0.0660797397	0.8808493920	2.30611034e-02
1	cylinder	64	8.0	8	24	32	UHF	0.0655736682	0.8808493920	2.29354630e-02
1	cylinder	64	8.0	8	25	33	UHF	0.0659927394	0.8808493920	2.30394301e-02
1	cylinder	64	8.0	8	26	34	UHF	0.0656963751	0.8808493920	2.29658315e-02
1	cylinder	64	8.0	8	27	35	UHF	0.0659019274	0.8808493920	2.30168401e-02
1	cylinder	64	8.0	8	28	36	UHF	0.0658043169	0.8808493920	2.29925963e-02
1	cylinder	64	8.0	8	29	37	UHF	0.0658043170	0.8808493920	2.29925963e-02
1	cylinder	64	8.0	8	30	38	UHF	0.0659019274	0.8808493920	2.30168401e-02
1	cylinder	64	8.0	8	31	39	UHF	0.0656963749	0.8808493920	2.29658315e-02
1	cylinder	64	8.0	8	32	40	UHF	0.0659927380	0.8808493920	2.30394298e-02
1	cylinder	64	8.0	8	33	41	UHF	0.0655736674	0.8808493920	2.29354628e-02
1	cylinder	64	8.0	8	34	42	UHF	0.0660797404	0.8808493920	2.30611036e-02
1	cylinder	64	8.0	8	35	43	UHF	0.0654303412	0.8808493920	2.29000685e-02
1	cylinder	64	8.0	8	36	44	UHF	0.0661656362	0.8808493920	2.30825319e-02
1	cylinder	64	8.0	8	37	45	UHF	0.0652583014	0.8808493920	2.28576933e-02
1	cylinder	64	8.0	8	38	46	UHF	0.0662530473	0.8808493920	2.31043690e-02
1	cylinder	64	8.0	8	39	47	UHF	0.0650458651	0.8808493920	2.28055331e-02
1	cylinder	64	8.0	8	40	48	UHF	0.0663446753	0.8808493920	2.31272930e-02
1	cylinder	64	8.0	8	17	25	UHF-sym	0.0663446753	0.2936164640	2.48231759e-01
1	cylinder	64	8.0	8	18	26	UHF-sym	0.0650458649	0.2936164640	2.43248468e-01
1	cylinder	64	8.0	8	19	27	UHF-sym	0.0662530465	0.2936164640	2.47875803e-01
1	cylinder	64	8.0	8	20	28	UHF-sym	0.0652583009	0.2936164640	2.44054430e-01
1	cylinder	64	8.0	8	21	29	UHF-sym	0.0661656360	0.2936164640	2.47536859e-01
1	cylinder	64	8.0	8	22	30	UHF-sym	0.0654303409	0.2936164640	2.44709732e-01
1	cylinder	64	8.0	8	23	31	UHF-sym	0.0660797397	0.2936164640	2.47204381e-01
1	cylinder	64	8.0	8	24	32	UHF-sym	0.0655736682	0.2936164640	2.45257448e-01
1	cylinder	64	8.0	8	25	33	UHF-sym	0.0659927394	0.2936164640	2.46868230e-01
1	cylinder	64	8.0	8	26	34	UHF-sym	0.0656963751	0.2936164640	2.45727654e-01
1	cylinder	64	8.0	8	27	35	UHF-sym	0.0659019274	0.2936164640	2.46517993e-01
1	cylinder	64	8.0	8	28	36	UHF-sym	0.0658043169	0.2936164640	2.46142268e-01
1	cylinder	64	8.0	8	29	37	UHF-sym	0.0658043170	0.2936164640	2.46142268e-01
1	cylinder	64	8.0	8	30	38	UHF-sym	0.0659019274	0.2936164640	2.46517993e-01
1	cylinder	64	8.0	8	31	39	UHF-sym	0.0656963749	0.2936164640	2.45727654e-01
1	cylinder	64	8.0	8	32	40	UHF-sym	0.0659927380	0.2936164640	2.46868224e-01
1	cylinder	64	8.0	8	33	41	UHF-sym	0.0655736674	0.2936164640	2.45257445e-01
1	cylinder	64	8.0	8	34	42	UHF-sym	0.0660797404	0.2936164640	2.47204384e-01
1	cylinder	64	8.0	8	35	43	UHF-sym	0.0654303412	0.2936164640	2.44709733e-01
1	cylinder	64	8.0	8	36	44	UHF-sym	0.0661656362	0.2936164640	2.47536860e-01
1	cylinder	64	8.0	8	37	45	UHF-sym	0.0652583014	0.2936164640	2.44054432e-01
1	cylinder	64	8.0	8	38	46	UHF-sym	0.0662530473	0.2936164640	2.47875805e-01
1	cylinder	64	8.0	8	39	47	UHF-sym	0.0650458651	0.2936164640	2.43248469e-01
1	cylinder	64	8.0	8	40	48	UHF-sym	0.0663446753	0.2936164640	2.48231759e-01
1	cylinder	64	8.0	8	17	25	RHF	0.0663446753	-0.0000000000	1.00000000e+00
1	cylinder	64	8.0	8	18	26	RHF	0.0650458649	-0.0000000000	1.00000000e+00
1	cylinder	64	8.0	8	19	27	RHF	0.0662530465	-0.0000000000	1.00000000e+00
1	cylinder	64	8.0	8	20	28	RHF	0.0652583009	0.0000000000	1.00000000e+00
1	cylinder	64	8.0	8	21	29	RHF	0.0661656360	-0.0000000000	1.00000000e+00
1	cylinder	64	8.0	8	22	30	RHF	0.0654303409	-0.0000000000	1.00000000e+00
1	cylinder	64	8.0	8	23	31	RHF	0.0660797397	0.0000000000	1.00000000e+00
1	cylinder	64	8.0	8	24	32	RHF	0.0655736682	0.0000000000	1.00000000e+00
1	cylinder	64	8.0	8	25	33	RHF	0.0659927394	-0.0000000000	1.00000000e+00
1	cylinder	64	8.0	8	26	34	RHF	0.0656963751	0.0000000000	1.00000000e+00
1	cylinder	64	8.0	8	27	35	RHF	0.0659019274	-0.0000000000	1.00000000e+00
1	cylinder	64	8.0	8	28	36	RHF	0.0658043169	0.0000000000	1.00000000e+00
1	cylinder	64	8.0	8	29	37	RHF	0.0658043170	-0.0000000000	1.00000000e+00
1	cylinder	64	8.0	8	30	38	RHF	0.0659019274	-0.0000000000	1.00000000e+00
1	cylinder	64	8.0	8	31	39	RHF	0.0656963749	0.0000000000	1.00000000e+00
1	cylinder	64	8.0	8	32	40	RHF	0.0659927380	0.0000000000	1.00000000e+00
1	cylinder	64	8.0	8	33	41	RHF	0.0655736674	-0.0000000000	1.00000000e+00
1	cylinder	64	8.0	8	34	42	RHF	0.0660797404	-0.0000000000	1.00000000e+00
1	cylinder	64	8.0	8	35	43	RHF	0.0654303412	-0.0000000000	1.00000000e+00
1	cylinder	64	8.0	8	36	44	RHF	0.0661656362	0.0000000000	1.00000000e+00
1	cylinder	64	8.0	8	37	45	RHF	0.0652583014	0.0000000000	1.00000000e+00
1	cylinder	64	8.0	8	38	46	RHF	0.0662530473	-0.0000000000	1.00000000e+00
1	cylinder	64	8.0	8	39	47	RHF	0.0650458651	0.0000000000	1.00000000e+00
1	cylinder	64	8.0	8	40	48	RHF	0.0663446753	0.0000000000	1.00000000e+00
1	cylinder	64	8.0	8	17	25	chi4	0.0663446753	0.0294769310	1.24223368e+00
1	cylinder	64	8.0	8	18	26	chi4	0.0650458649	0.0293763474	1.23717173e+00
1	cylinder	64	8.0	8	19	27	chi4	0.0662530465	0.0298793067	1.24484978e+00
1	cylinder	64	8.0	8	20	28	chi4	0.0652583009	0.0297945393	1.24085258e+00
1	cylinder	64	8.0	8	21	29	chi4	0.0661656360	0.0302150084	1.24696992e+00
1	cylinder	64	8.0	8	22	30	chi4	0.0654303409	0.0301438660	1.24391427e+00
1	cylinder	64	8.0	8	23	31	chi4	0.0660797397	0.0304933803	1.24866263e+00
1	cylinder	64	8.0	8	24	32	chi4	0.0655736682	0.0304344179	1.24646528e+00
1	cylinder	64	8.0	8	25	33	chi4	0.0659927394	0.0307207027	1.24997143e+00
1	cylinder	64	8.0	8	26	34	chi4	0.0656963751	0.0306730469	1.24858068e+00
1	cylinder	64	8.0	8	27	35	chi4	0.0659019274	0.0309008497	1.25092020e+00
1	cylinder	64	8.0	8	28	36	chi4	0.0658043169	0.0308641072	1.25031106e+00
1	cylinder	64	8.0	8	29	37	chi4	0.0658043170	0.0310356448	1.25151579e+00
1	cylinder	64	8.0	8	30	38	chi4	0.0659019274	0.0310098681	1.25168772e+00
1	cylinder	64	8.0	8	31	39	chi4	0.0656963749	0.0311249879	1.25174858e+00
1	cylinder	64	8.0	8	32	40	chi4	0.0659927380	0.0311106898	1.25272540e+00
1	cylinder	64	8.0	8	33	41	chi4	0.0655736674	0.0311667803	1.25159114e+00
1	cylinder	64	8.0	8	34	42	chi4	0.0660797404	0.0311649981	1.25342304e+00
1	cylinder	64	8.0	8	35	43	chi4	0.0654303412	0.0311566294	1.25099471e+00
1	cylinder	64	8.0	8	36	44	chi4	0.0661656362	0.0311690507	1.25376266e+00
1	cylinder	64	8.0	8	37	45	chi4	0.0652583014	0.0310872690	1.24988270e+00
1	cylinder	64	8.0	8	38	46	chi4	0.0662530473	0.0311164482	1.25370609e+00
1	cylinder	64	8.0	8	39	47	chi4	0.0650458651	0.0309475628	1.24813963e+00
1	cylinder	64	8.0	8	40	48	chi4	0.0663446753	0.0309972788	1.25318857e+00
1	cylinder	64	8.0	8	17	25	chi8	0.0663446753	0.0417176831	1.32143107e+00
1	cylinder	64	8.0	8	18	26	chi8	0.0650458649	0.0412169401	1.31122163e+00
1	cylinder	64	8.0	8	19	27	chi8	0.0662530465	0.0416582991	1.32057584e+00
1	cylinder	64	8.0	8	20	28	chi8	0.0652583009	0.0412554533	1.31265395e+00
1	cylinder	64	8.0	8	21	29	chi8	0.0661656360	0.0416002221	1.31975307e+00
1	cylinder	64	8.0	8	22	30	chi8	0.0654303409	0.0412798489	1.31377658e+00
1	cylinder	64	8.0	8	23	31	chi8	0.0660797397	0.0415455283	1.31895848e+00
1	cylinder	64	8.0	8	24	32	chi8	0.0655736682	0.0412975161	1.31469661e+00
1	cylinder	64	8.0	8	25	33	chi8	0.0659927394	0.0414956126	1.31818455e+00
1	cylinder	64	8.0	8	26	34	chi8	0.0656963751	0.0413137621	1.31548962e+00
1	cylinder	64	8.0	8	27	35	chi8	0.0659019274	0.0414514050	1.31742063e+00
1	cylinder	64	8.0	8	28	36	chi8	0.0658043169	0.0413326485	1.31621177e+00
1	cylinder	64	8.0	8	29	37	chi8	0.0658043170	0.0414134756	1.31665244e+00
1	cylinder	64	8.0	8	30	38	chi8	0.0659019274	0.0413575061	1.31690715e+00
1	cylinder	64	8.0	8	31	39	chi8	0.0656963749	0.0413820505	1.31586058e+00
1	cylinder	64	8.0	8	32	40	chi8	0.0659927380	0.0413912675	1.31761253e+00
1	cylinder	64	8.0	8	33	41	chi8	0.0655736674	0.0413569367	1.31501797e+00
1	cylinder	64	8.0	8	34	42	chi8	0.0660797404	0.0414366874	1.31836062e+00
1	cylinder	64	8.0	8	35	43	chi8	0.0654303412	0.0413373254	1.31408577e+00
1	cylinder	64	8.0	8	36	44	chi8	0.0661656362	0.0414964874	1.31918230e+00
1	cylinder	64	8.0	8	37	45	chi8	0.0652583014	0.0413214065	1.31300642e+00
1	cylinder	64	8.0	8	38	46	chi8	0.0662530473	0.0415734315	1.32010823e+00
1	cylinder	64	8.0	8	39	47	chi8	0.0650458651	0.0413056501	1.31169190e+00
1	cylinder	64	8.0	8	40	48	chi8	0.0663446753	0.0416703131	1.32116975e+00
1	cylinder	64	8.0	9	17	26	UHF	-0.0725763568	-0.8808493920	2.47677474e-02
1	cylinder	64	8.0	9	18	27	UHF	-0.0515053491	-0.8808493920	1.98459627e-02
1	cylinder	64	8.0	9	19	28	UHF	-0.0723211095	-0.8808493920	2.46973616e-02
1	cylinder	64	8.0	9	20	29	UHF	-0.0518449232	-0.8808493920	1.99116550e-02
1	cylinder	64	8.0	9	21	30	UHF	-0.0721254600	-0.8808493920	2.46435973e-02
1	cylinder	64	8.0	9	22	31	UHF	-0.0520925254	-0.8808493920	1.99598236e-02
1	cylinder	64	8.0	9	23	32	UHF	-0.0719834951	-0.8808493920	2.46046869e-02
1	cylinder	64	8.0	9	24	33	UHF	-0.0522613301	-0.8808493920	1.99927930e-02
1	cylinder	64	8.0	9	25	34	UHF	-0.0718910492	-0.8808493920	2.45793948e-02
1	cylinder	64	8.0	9	26	35	UHF	-0.0523595907	-0.8808493920	2.00120330e-02
1	cylinder	64	8.0	9	27	36	UHF	-0.0718454690	-0.8808493920	2.45669379e-02
1	cylinder	64	8.0	9	28	37	UHF	-0.0523918593	-0.8808493920	2.00183592e-02
1	cylinder	64	8.0	9	29	38	UHF	-0.0718454692	-0.8808493920	2.45669380e-02
1	cylinder	64	8.0	9	30	39	UHF	-0.0523595906	-0.8808493920	2.00120330e-02
1	cylinder	64	8.0	9	31	40	UHF	-0.0718910486	-0.8808493920	2.45793947e-02
1	cylinder	64	8.0	9	32	41	UHF	-0.0522613281	-0.8808493920	1.99927926e-02
1	cylinder	64	8.0	9	33	42	UHF	-0.0719834962	-0.8808493920	2.46046872e-02
1	cylinder	64	8.0	9	34	43	UHF	-0.0520925260	-0.8808493920	1.99598237e-02
1	cylinder	64	8.0	9	35	44	UHF	-0.0721254603	-0.8808493920	2.46435974e-02
1	cylinder	64	8.0	9	36	45	UHF	-0.0518449224	-0.8808493920	1.99116548e-02
1	cylinder	64	8.0	9	37	46	UHF	-0.0723211109	-0.8808493920	2.46973620e-02
1	cylinder	64	8.0	9	38	47	UHF	-0.0515053494	-0.8808493920	1.98459627e-02
1	cylinder	64	8.0	9	39	48	UHF	-0.0725763569	-0.8808493920	2.47677474e-02
1	cylinder	64	8.0	9	17	26	UHF-sym	-0.0725763568	-0.2936164640	2.74075187e-01
1	cylinder	64	8.0	9	18	27	UHF-sym	-0.0515053491	-0.2936164640	1.98644969e-01
1	cylinder	64	8.0	9	19	28	UHF-sym	-0.0723211095	-0.2936164640	2.72951118e-01
1	cylinder	64	8.0	9	20	29	UHF-sym	-0.0518449232	-0.2936164640	1.99612612e-01
1	cylinder	64	8.0	9	21	30	UHF-sym	-0.0721254600	-0.2936164640	2.72093426e-01
1	cylinder	64	8.0	9	22	31	UHF-sym	-0.0520925254	-0.2936164640	2.00322716e-01
1	cylinder	64	8.0	9	23	32	UHF-sym	-0.0719834951	-0.2936164640	2.71473198e-01
1	cylinder	64	8.0	9	24	33	UHF-sym	-0.0522613301	-0.2936164640	2.00809040e-01
1	cylinder	64	8.0	9	25	34	UHF-sym	-0.0718910492	-0.2936164640	2.71070269e-01
1	cylinder	64	8.0	9	26	35	UHF-sym	-0.0523595907	-0.2936164640	2.01092953e-01
1	cylinder	64	8.0	9	27	36	UHF-sym	-0.0718454690	-0.2936164640	2.70871883e-01
1	cylinder	64	8.0	9	28	37	UHF-sym	-0.0523918593	-0.2936164640	2.01186322e-01
1	cylinder	64	8.0	9	29	38	UHF-sym	-0.0718454692	-0.2936164640	2.70871884e-01
1	cylinder	64	8.0	9	30	39	UHF-sym	-0.0523595906	-0.2936164640	2.01092953e-01
1	cylinder	64	8.0	9	31	40	UHF-sym	-0.0718910486	-0.2936164640	2.71070266e-01
1	cylinder	64	8.0	9	32	41	UHF-sym	-0.0522613281	-0.2936164640	2.00809034e-01
1	cylinder	64	8.0	9	33	42	UHF-sym	-0.0719834962	-0.2936164640	2.71473203e-01
1	cylinder	64	8.0	9	34	43	UHF-sym	-0.0520925260	-0.2936164640	2.00322718e-01
1	cylinder	64	8.0	9	35	44	UHF-sym	-0.0721254603	-0.2936164640	2.72093427e-01
1	cylinder	64	8.0	9	36	45	UHF-sym	-0.0518449224	-0.2936164640	1.99612610e-01
1	cylinder	64	8.0	9	37	46	UHF-sym	-0.0723211109	-0.2936164640	2.72951124e-01
1	cylinder	64	8.0	9	38	47	UHF-sym	-0.0515053494	-0.2936164640	1.98644969e-01
1	cylinder	64	8.0	9	39	48	UHF-sym	-0.0725763569	-0.2936164640	2.74075187e-01
1	cylinder	64	8.0	9	17	26	RHF	-0.0725763568	-0.0079467441	1.07095002e+00
1	cylinder	64	8.0	9	18	27	RHF	-0.0515053491	-0.0029075292	1.02142946e+00
1	cylinder	64	8.0	9	19	28	RHF	-0.0723211095	-0.0077899586	1.06942649e+00
1	cylinder	64	8.0	9	20	29	RHF	-0.0518449232	-0.0029904908	1.02213208e+00
1	cylinder	64	8.0	9	21	30	RHF	-0.0721254600	-0.0076747156	1.06830615e+00
1	cylinder	64	8.0	9	22	31	RHF	-0.0520925254	-0.0030516040	1.02265181e+00
1	cylinder	64	8.0	9	23	32	RHF	-0.0719834951	-0.0075936142	1.06751746e+00
1	cylinder	64	8.0	9	24	33	RHF	-0.0522613301	-0.0030935436	1.02300955e+00
1	cylinder	64	8.0	9	25	34	RHF	-0.0718910492	-0.0075418925	1.06701435e+00
1	cylinder	64	8.0	9	26	35	RHF	-0.0523595907	-0.0031180530	1.02321902e+00
1	cylinder	64	8.0	9	27	36	RHF	-0.0718454690	-0.0075167001	1.06676927e+00
1	cylinder	64	8.0	9	28	37	RHF	-0.0523918593	-0.0031261168	1.02328800e+00
1	cylinder	64	8.0	9	29	38	RHF	-0.0718454692	-0.0075167001	1.06676927e+00
1	cylinder	64	8.0	9	30	39	RHF	-0.0523595906	-0.0031180530	1.02321902e+00
1	cylinder	64	8.0	9	31	40	RHF	-0.0718910486	-0.0075418925	1.06701435e+00
1	cylinder	64	8.0	9	32	41	RHF	-0.0522613281	-0.0030935436	1.02300955e+00
1	cylinder	64	8.0	9	33	42	RHF	-0.0719834962	-0.0075936142	1.06751746e+00
1	cylinder	64	8.0	9	34	43	RHF	-0.0520925260	-0.0030516040	1.02265181e+00
1	cylinder	64	8.0	9	35	44	RHF	-0.0721254603	-0.0076747156	1.06830615e+00
1	cylinder	64	8.0	9	36	45	RHF	-0.0518449224	-0.0029904908	1.02213208e+00
1	cylinder	64	8.0	9	37	46	RHF	-0.0723211109	-0.0077899586	1.06942649e+00
1	cylinder	64	8.0	9	38	47	RHF	-0.0515053494	-0.0029075292	1.02142946e+00
1	cylinder	64	8.0	9	39	48	RHF	-0.0725763569	-0.0079467441	1.07095002e+00
1	cylinder	64	8.0	9	17	26	chi4	-0.0725763568	-0.0391469411	1.33715561e+00
1	cylinder	64	8.0	9	18	27	chi4	-0.0515053491	-0.0112068879	1.08010162e+00
1	cylinder	64	8.0	9	19	28	chi4	-0.0723211095	-0.0397087172	1.34001368e+00
1	cylinder	64	8.0	9	20	29	chi4	-0.0518449232	-0.0113953586	1.08180885e+00
1	cylinder	64	8.0	9	21	30	chi4	-0.0721254600	-0.0401785645	1.34240503e+00
1	cylinder	64	8.0	9	22	31	chi4	-0.0520925254	-0.0115526065	1.08319597e+00
1	cylinder	64	8.0	9	23	32	chi4	-0.0719834951	-0.0405694395	1.34444009e+00
1	cylinder	64	8.0	9	24	33	chi4	-0.0522613301	-0.0116825261	1.08430084e+00
1	cylinder	64	8.0	9	25	34	chi4	-0.0718910492	-0.0408901310	1.34619403e+00
1	cylinder	64	8.0	9	26	35	chi4	-0.0523595907	-0.0117876391	1.08514753e+00
