L	doping	site	observable	pure	absA	prior	true	Delta	absDelta	F_window	infid	D_trace	G_theory	G_max
32	0.125	11	SzSz r=1	false	0	UHF	-0.07913989002469099	0.0101133528598671	0.0101133528598671	0.6949887385953046	0.30501126140469537	0.5080346510219156	NaN	NaN
32	0.125	11	hop up r=1	false	0	UHF	0.5093152166803852	-0.19623540736592204	0.19623540736592204	0.6949887385953046	0.30501126140469537	0.5080346510219156	NaN	NaN
32	0.125	11	n	false	0	UHFsym	0.8766220480669444	-0.0067307176502040544	0.0067307176502040544	0.9477346294342247	0.05226537056577529	0.20811382296568148	NaN	NaN
32	0.125	11	Sz	false	0	UHFsym	-3.337042361883924e-8	-3.337042363965592e-8	3.337042363965592e-8	0.9477346294342247	0.05226537056577529	0.20811382296568148	NaN	NaN
32	0.125	11	DoubleOcc	false	0	UHFsym	0.08022650580706307	-0.01526451277062793	0.01526451277062793	0.9477346294342247	0.05226537056577529	0.20811382296568148	NaN	NaN
32	0.125	11	ZZ onsite	true	2	UHFsym	-0.4323380729056329	-0.04759661578210017	0.04759661578210017	0.9477346294342247	0.05226537056577529	0.20811382296568148	17.17951021739184	21.434270549066298
32	0.125	11	ZZ up-up r=1	true	2	UHFsym	-0.38949586903363426	-0.08015579949878521	0.08015579949878521	0.9477346294342247	0.05226537056577529	0.20811382296568148	10.09818528886868	16.896712597186433
32	0.125	11	SzSz r=1	false	0	UHFsym	-0.07913989002469099	-0.03108096745855146	0.03108096745855146	0.9477346294342247	0.05226537056577529	0.20811382296568148	NaN	NaN
32	0.125	11	hop up r=1	false	0	UHFsym	0.5093152166803852	0.0005462543857081004	0.0005462543857081004	0.9477346294342247	0.05226537056577529	0.20811382296568148	NaN	NaN
32	0.125	12	n	false	0	chi2	0.8541294285285057	0.854129428527568	0.854129428527568	0.1570242825497472	0.8429757174502528	0.8623633427359978	NaN	NaN
32	0.125	12	Sz	false	0	chi2	-6.010278232049249e-8	-6.010231347330919e-8	6.010231347330919e-8	0.1570242825497472	0.8429757174502528	0.8623633427359978	NaN	NaN
32	0.125	12	DoubleOcc	false	0	chi2	0.0744117740515351	0.0744117740515351	0.0744117740515351	0.1570242825497472	0.8429757174502528	0.8623633427359978	NaN	NaN
32	0.125	12	ZZ onsite	true	2	chi2	-0.4106117608508678	-1.410611760848993	1.410611760848993	0.1570242825497472	0.8429757174502528	0.8623633427359978	0.08901417340448074	19.02607942868467
32	0.125	12	ZZ up-up r=1	true	2	chi2	-0.41261891111801724	-0.41263991886768664	0.41263991886768664	0.1570242825497472	0.8429757174502528	0.8623633427359978	0.9999034731690785	19.23898889247491
32	0.125	12	SzSz r=1	false	0	chi2	-0.08403601614392985	-0.08403601614392985	0.08403601614392985	0.1570242825497472	0.8429757174502528	0.8623633427359978	NaN	NaN
32	0.125	12	hop up r=1	false	0	chi2	0.5248780950183343	0.5248780950183343	0.5248780950183343	0.1570242825497472	0.8429757174502528	0.8623633427359978	NaN	NaN
32	0.125	12	n	false	0	chi4	0.8541294285285057	0.023298531305341652	0.023298531305341652	0.9470005821846273	0.05299941781537265	0.19047202958997636	NaN	NaN
32	0.125	12	Sz	false	0	chi4	-6.010278232049249e-8	0.0004015313245180757	0.0004015313245180757	0.9470005821846273	0.05299941781537265	0.19047202958997636	NaN	NaN
32	0.125	12	DoubleOcc	false	0	chi4	0.0744117740515351	-0.03341051714921278	0.03341051714921278	0.9470005821846273	0.05299941781537265	0.19047202958997636	NaN	NaN
32	0.125	12	ZZ onsite	true	2	chi4	-0.4106117608508678	-0.18023913120753346	0.18023913120753346	0.9470005821846273	0.05299941781537265	0.19047202958997636	4.253296312864575	19.02607942868467
32	0.125	12	ZZ up-up r=1	true	2	chi4	-0.41261891111801724	-0.09930470265938257	0.09930470265938257	0.9470005821846273	0.05299941781537265	0.19047202958997636	9.355512650289299	19.23898889247491
32	0.125	12	SzSz r=1	false	0	chi4	-0.08403601614392985	-0.02869848928117471	0.02869848928117471	0.9470005821846273	0.05299941781537265	0.19047202958997636	NaN	NaN
32	0.125	12	hop up r=1	false	0	chi4	0.5248780950183343	-0.007134727810053643	0.007134727810053643	0.9470005821846273	0.05299941781537265	0.19047202958997636	NaN	NaN
32	0.125	12	n	false	0	chi8	0.8541294285285057	0.020523147698751854	0.020523147698751854	0.9892562900880777	0.010743709911922306	0.07796188367916324	NaN	NaN
32	0.125	12	Sz	false	0	chi8	-6.010278232049249e-8	-0.0002138803495714131	0.0002138803495714131	0.9892562900880777	0.010743709911922306	0.07796188367916324	NaN	NaN
32	0.125	12	DoubleOcc	false	0	chi8	0.0744117740515351	0.013706897033723561	0.013706897033723561	0.9892562900880777	0.010743709911922306	0.07796188367916324	NaN	NaN
