U	doping	observable	chi_prior	true	absDelta	discarded_w	sens_s	alpha
8.0	0.0	Sz	2	-4.687017660792714e-8	2.8448353860122122e-8	0.18530490847353231	7.922815249907657e-8	0.4852714998914425
8.0	0.0	Sz	4	-4.687017660792714e-8	2.4294440702232745e-8	0.04247323248698254	7.922815249907657e-8	0.4852714998914425
8.0	0.0	Sz	8	-4.687017660792714e-8	1.3250555600669012e-8	0.0066445279520820355	7.922815249907657e-8	0.4852714998914425
8.0	0.0	Sz	16	-4.687017660792714e-8	1.875537510021008e-9	0.0004486212367897924	7.922815249907657e-8	0.4852714998914425
8.0	0.0	Sz	32	-4.687017660792714e-8	1.9602040129962361e-10	6.18704900271494e-5	7.922815249907657e-8	0.4852714998914425
8.0	0.0	Sz	64	-4.687017660792714e-8	1.2179442870907664e-10	1.225202845289708e-6	7.922815249907657e-8	0.4852714998914425
8.0	0.0	Sz	128	-4.687017660792714e-8	1.9755325847414795e-11	1.70220024742207e-8	7.922815249907657e-8	0.4852714998914425
8.0	0.0	DoubleOcc	2	0.036643397276844625	0.036643397276844625	0.18530490847353231	0.19173537080082656	0.917279442563576
8.0	0.0	DoubleOcc	4	0.036643397276844625	0.018621524698429953	0.04247323248698254	0.19173537080082656	0.917279442563576
8.0	0.0	DoubleOcc	8	0.036643397276844625	0.0027570009527107253	0.0066445279520820355	0.19173537080082656	0.917279442563576
8.0	0.0	DoubleOcc	16	0.036643397276844625	5.205504246302839e-5	0.0004486212367897924	0.19173537080082656	0.917279442563576
8.0	0.0	DoubleOcc	32	0.036643397276844625	2.715249859600033e-5	6.18704900271494e-5	0.19173537080082656	0.917279442563576
8.0	0.0	DoubleOcc	64	0.036643397276844625	7.613756103364011e-7	1.225202845289708e-6	0.19173537080082656	0.917279442563576
8.0	0.0	DoubleOcc	128	0.036643397276844625	1.8390202694007485e-8	1.70220024742207e-8	0.19173537080082656	0.917279442563576
8.0	0.0	ZZ onsite	2	-0.8534264108937024	0.14657358910629426	0.18530490847353231	0.7669421899162508	0.9172795338502312
8.0	0.0	ZZ onsite	4	-0.8534264108937024	0.07448609853557697	0.04247323248698254	0.7669421899162508	0.9172795338502312
8.0	0.0	ZZ onsite	8	-0.8534264108937024	0.011028003583072543	0.0066445279520820355	0.7669421899162508	0.9172795338502312
8.0	0.0	ZZ onsite	16	-0.8534264108937024	0.00020822022592148492	0.0004486212367897924	0.7669421899162508	0.9172795338502312
8.0	0.0	ZZ onsite	32	-0.8534264108937024	0.00010861004255191542	6.18704900271494e-5	0.7669421899162508	0.9172795338502312
8.0	0.0	ZZ onsite	64	-0.8534264108937024	3.045518692124105e-6	1.225202845289708e-6	0.7669421899162508	0.9172795338502312
8.0	0.0	ZZ onsite	128	-0.8534264108937024	7.356044751105628e-8	1.70220024742207e-8	0.7669421899162508	0.9172795338502312
8.0	0.0	ZZ up-up r=1	2	-0.5132987272487417	0.09663713220747688	0.18530490847353231	0.6975967296203219	0.8168239688214632
8.0	0.0	ZZ up-up r=1	4	-0.5132987272487417	0.05856410331768791	0.04247323248698254	0.6975967296203219	0.8168239688214632
8.0	0.0	ZZ up-up r=1	8	-0.5132987272487417	0.012339760163614377	0.0066445279520820355	0.6975967296203219	0.8168239688214632
8.0	0.0	ZZ up-up r=1	16	-0.5132987272487417	0.0015989423807915015	0.0004486212367897924	0.6975967296203219	0.8168239688214632
8.0	0.0	ZZ up-up r=1	32	-0.5132987272487417	0.0004226826500661751	6.18704900271494e-5	0.6975967296203219	0.8168239688214632
8.0	0.0	ZZ up-up r=1	64	-0.5132987272487417	1.319535642263503e-5	1.225202845289708e-6	0.6975967296203219	0.8168239688214632
8.0	0.0	ZZ up-up r=1	128	-0.5132987272487417	1.8466692386365224e-7	1.70220024742207e-8	0.6975967296203219	0.8168239688214632
8.0	0.0	SzSz r=1	2	-0.12019660283339507	0.01603120407307887	0.18530490847353231	0.11762526171012003	0.8138582096625706
8.0	0.0	SzSz r=1	4	-0.12019660283339507	0.006353497428843599	0.04247323248698254	0.11762526171012003	0.8138582096625706
8.0	0.0	SzSz r=1	8	-0.12019660283339507	0.002936706044778317	0.0066445279520820355	0.11762526171012003	0.8138582096625706
8.0	0.0	SzSz r=1	16	-0.12019660283339507	0.0004230675491634778	0.0004486212367897924	0.11762526171012003	0.8138582096625706
8.0	0.0	SzSz r=1	32	-0.12019660283339507	6.627483739604645e-5	6.18704900271494e-5	0.11762526171012003	0.8138582096625706
8.0	0.0	SzSz r=1	64	-0.12019660283339507	1.9262458375440827e-6	1.225202845289708e-6	0.11762526171012003	0.8138582096625706
8.0	0.0	SzSz r=1	128	-0.12019660283339507	3.283873213633104e-8	1.70220024742207e-8	0.11762526171012003	0.8138582096625706
8.0	0.0	hop up r=1	2	0.2920819917771136	0.2920819917771136	0.18530490847353231	2.351162482437362	0.9051640823295931
8.0	0.0	hop up r=1	4	0.2920819917771136	0.2920819917771136	0.04247323248698254	2.351162482437362	0.9051640823295931
8.0	0.0	hop up r=1	8	0.2920819917771136	0.023090201384776132	0.0066445279520820355	2.351162482437362	0.9051640823295931
8.0	0.0	hop up r=1	16	0.2920819917771136	0.001946546549714101	0.0004486212367897924	2.351162482437362	0.9051640823295931
8.0	0.0	hop up r=1	32	0.2920819917771136	0.00034675862312760763	6.18704900271494e-5	2.351162482437362	0.9051640823295931
8.0	0.0	hop up r=1	64	0.2920819917771136	1.1456272639265297e-5	1.225202845289708e-6	2.351162482437362	0.9051640823295931
8.0	0.0	hop up r=1	128	0.2920819917771136	2.0766696096075066e-7	1.70220024742207e-8	2.351162482437362	0.9051640823295931
8.0	0.125	n	2	0.8741963100116042	0.12580368998839508	0.3825676004890286	0.33453615892532684	1.1295185757738049
8.0	0.125	n	4	0.8741963100116042	0.05204930865283264	0.2568441470765057	0.33453615892532684	1.1295185757738049
8.0	0.125	n	8	0.8741963100116042	0.013833228567051603	0.04453483179854201	0.33453615892532684	1.1295185757738049
8.0	0.125	n	16	0.8741963100116042	0.0028552267394328368	0.015548492377311263	0.33453615892532684	1.1295185757738049
8.0	0.125	n	32	0.8741963100116042	0.0005307881181937368	0.0028777431483669735	0.33453615892532684	1.1295185757738049
8.0	0.125	n	64	0.8741963100116042	3.229528797543679e-5	0.00036972767627896364	0.33453615892532684	1.1295185757738049
8.0	0.125	n	128	0.8741963100116042	2.075727614347933e-6	2.2328889674239072e-5	0.33453615892532684	1.1295185757738049
8.0	0.125	Sz	2	2.2871952147854313e-5	0.025546034319628194	0.3825676004890286	0.06538199477839657	1.0865186341823516
8.0	0.125	Sz	4	2.2871952147854313e-5	0.038293943949947576	0.2568441470765057	0.06538199477839657	1.0865186341823516
8.0	0.125	Sz	8	2.2871952147854313e-5	0.0007256196990614375	0.04453483179854201	0.06538199477839657	1.0865186341823516
8.0	0.125	Sz	16	2.2871952147854313e-5	0.0006311938182351762	0.015548492377311263	0.06538199477839657	1.0865186341823516
8.0	0.125	Sz	32	2.2871952147854313e-5	9.785491762395043e-5	0.0028777431483669735	0.06538199477839657	1.0865186341823516
8.0	0.125	Sz	64	2.2871952147854313e-5	1.2950787928497909e-5	0.00036972767627896364	0.06538199477839657	1.0865186341823516
8.0	0.125	Sz	128	2.2871952147854313e-5	7.635464016192417e-7	2.2328889674239072e-5	0.06538199477839657	1.0865186341823516
8.0	0.125	DoubleOcc	2	0.030353896734254815	0.030353896734254815	0.3825676004890286	0.04302923746235269	0.8179212183642041
8.0	0.125	DoubleOcc	4	0.030353896734254815	0.01040066027459613	0.2568441470765057	0.04302923746235269	0.8179212183642041
8.0	0.125	DoubleOcc	8	0.030353896734254815	0.003572124427153156	0.04453483179854201	0.04302923746235269	0.8179212183642041
8.0	0.125	DoubleOcc	16	0.030353896734254815	0.0009474028314326033	0.015548492377311263	0.04302923746235269	0.8179212183642041
8.0	0.125	DoubleOcc	32	0.030353896734254815	0.0004325032281701502	0.0028777431483669735	0.04302923746235269	0.8179212183642041
8.0	0.125	DoubleOcc	64	0.030353896734254815	6.659119748789188e-5	0.00036972767627896364	0.04302923746235269	0.8179212183642041
8.0	0.125	DoubleOcc	128	0.030353896734254815	7.079065254905759e-6	2.2328889674239072e-5	0.04302923746235269	0.8179212183642041
8.0	0.125	ZZ onsite	2	-0.6269770330861891	0.3730229669138102	0.3825676004890286	0.48505631261443044	0.9029128600581149
8.0	0.125	ZZ onsite	4	-0.6269770330861891	0.06249597620727887	0.2568441470765057	0.48505631261443044	0.9029128600581149
8.0	0.125	ZZ onsite	8	-0.6269770330861891	0.04195495484271772	0.04453483179854201	0.48505631261443044	0.9029128600581149
8.0	0.125	ZZ onsite	16	-0.6269770330861891	0.0095000648045932	0.015548492377311263	0.48505631261443044	0.9029128600581149
8.0	0.125	ZZ onsite	32	-0.6269770330861891	0.0027915891490691846	0.0028777431483669735	0.48505631261443044	0.9029128600581149
8.0	0.125	ZZ onsite	64	-0.6269770330861891	0.00033095536589655694	0.00036972767627896364	0.48505631261443044	0.9029128600581149
8.0	0.125	ZZ onsite	128	-0.6269770330861891	3.24677162453213e-5	2.2328889674239072e-5	0.48505631261443044	0.9029128600581149
8.0	0.125	ZZ up-up r=1	2	-0.4152475362821157	0.049303000836714184	0.3825676004890286	0.2545657783584163	0.7292569240185641
8.0	0.125	ZZ up-up r=1	4	-0.4152475362821157	0.3278655713588613	0.2568441470765057	0.2545657783584163	0.7292569240185641
8.0	0.125	ZZ up-up r=1	8	-0.4152475362821157	0.020383763898363494	0.04453483179854201	0.2545657783584163	0.7292569240185641
8.0	0.125	ZZ up-up r=1	16	-0.4152475362821157	0.00946626301946829	0.015548492377311263	0.2545657783584163	0.7292569240185641
8.0	0.125	ZZ up-up r=1	32	-0.4152475362821157	0.004440260437333643	0.0028777431483669735	0.2545657783584163	0.7292569240185641
8.0	0.125	ZZ up-up r=1	64	-0.4152475362821157	0.0008268167844458496	0.00036972767627896364	0.2545657783584163	0.7292569240185641
8.0	0.125	ZZ up-up r=1	128	-0.4152475362821157	9.885426835254396e-5	2.2328889674239072e-5	0.2545657783584163	0.7292569240185641
8.0	0.125	SzSz r=1	2	-0.09641424831188497	0.0197233859678225	0.3825676004890286	0.056874903323238385	0.7460708783937101
8.0	0.125	SzSz r=1	4	-0.09641424831188497	0.08164339716111224	0.2568441470765057	0.056874903323238385	0.7460708783937101
8.0	0.125	SzSz r=1	8	-0.09641424831188497	0.0014202522006221269	0.04453483179854201	0.056874903323238385	0.7460708783937101
8.0	0.125	SzSz r=1	16	-0.09641424831188497	0.002215758467672843	0.015548492377311263	0.056874903323238385	0.7460708783937101
8.0	0.125	SzSz r=1	32	-0.09641424831188497	0.000988649234950137	0.0028777431483669735	0.056874903323238385	0.7460708783937101
8.0	0.125	SzSz r=1	64	-0.09641424831188497	0.00017166544770294556	0.00036972767627896364	0.056874903323238385	0.7460708783937101
8.0	0.125	SzSz r=1	128	-0.09641424831188497	2.062869686922375e-5	2.2328889674239072e-5	0.056874903323238385	0.7460708783937101
8.0	0.125	hop up r=1	2	0.3737174824670123	0.3737174824670123	0.3825676004890286	0.7629866242032779	0.825559924862972
8.0	0.125	hop up r=1	4	0.3737174824670123	0.2438924117141098	0.2568441470765057	0.7629866242032779	0.825559924862972
8.0	0.125	hop up r=1	8	0.3737174824670123	0.07702500141478297	0.04453483179854201	0.7629866242032779	0.825559924862972
8.0	0.125	hop up r=1	16	0.3737174824670123	0.01689231604879604	0.015548492377311263	0.7629866242032779	0.825559924862972
8.0	0.125	hop up r=1	32	0.3737174824670123	0.005863744314511754	0.0028777431483669735	0.7629866242032779	0.825559924862972
8.0	0.125	hop up r=1	64	0.3737174824670123	0.0010919611888864367	0.00036972767627896364	0.7629866242032779	0.825559924862972
8.0	0.125	hop up r=1	128	0.3737174824670123	0.00012188755837244658	2.2328889674239072e-5	0.7629866242032779	0.825559924862972
