dim	W	LX	nsites	geometry	bipartite	U	Eref	Hvar	prior	global_fid	observable	nA	F_supp	D_supp	true	prior_val	Delta	eps	G	G_max
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi64	6.7066830519e-01	ZZ up-up nb	2	0.99710107	4.74170708e-02	-0.2761104389	-0.3233929026	4.728246e-02	1.712448e-01	6.860116	8.335886
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi128	8.1461604255e-01	ZZ up-up nb	2	0.99901490	2.63983445e-02	-0.2761104389	-0.2988306389	2.272020e-02	8.228664e-02	7.941420	8.335886
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi256	9.2423244505e-01	ZZ up-up nb	2	0.99983279	1.08699901e-02	-0.2761104389	-0.2851589013	9.048462e-03	3.277117e-02	8.270726	8.335886
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	UHF	5.5835663771e-04	ZZ up-up nb	2	0.64751821	5.03306163e-01	-0.2761104389	-0.4041667727	1.280563e-01	4.637866e-01	3.233552	8.335886
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi2	6.7501520567e-03	SzSz nb	4	0.32839163	6.74660928e-01	-0.0591364010	-0.2500000000	1.908636e-01	3.227515e+00	0.292071	1.346606
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi4	3.5094862272e-02	SzSz nb	4	0.60456663	5.07584113e-01	-0.0591364010	-0.2079535937	1.488172e-01	2.516507e+00	0.421474	1.346606
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi8	1.6950887666e-01	SzSz nb	4	0.94466765	1.75832505e-01	-0.0591364010	-0.0993168715	4.018047e-02	6.794541e-01	1.160854	1.346606
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi16	3.1054173594e-01	SzSz nb	4	0.96055928	1.62043846e-01	-0.0591364010	-0.0955453919	3.640899e-02	6.156782e-01	1.190229	1.346606
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi32	4.8653283480e-01	SzSz nb	4	0.98505325	9.61737429e-02	-0.0591364010	-0.0803839497	2.124755e-02	3.592973e-01	1.288933	1.346606
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi64	6.7066830519e-01	SzSz nb	4	0.99420919	6.08162232e-02	-0.0591364010	-0.0721821270	1.304573e-02	2.206040e-01	1.324268	1.346606
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi128	8.1461604255e-01	SzSz nb	4	0.99780072	3.76599502e-02	-0.0591364010	-0.0656664342	6.530033e-03	1.104232e-01	1.340939	1.346606
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi256	9.2423244505e-01	SzSz nb	4	0.99956181	1.65899045e-02	-0.0591364010	-0.0617019196	2.565519e-03	4.338307e-02	1.345728	1.346606
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	UHF	5.5835663771e-04	SzSz nb	4	0.44364623	6.63961368e-01	-0.0591364010	-0.0840155484	2.487915e-02	4.207078e-01	1.268770	1.346606
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi2	6.7501520567e-03	SxSx nb	4	0.32839163	6.74660928e-01	-0.0217843277	0.0000000000	-2.178433e-02	1.000000e+00	1.000000	1.046892
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi4	3.5094862272e-02	SxSx nb	4	0.60456663	5.07584113e-01	-0.0217843277	0.0000000000	-2.178433e-02	1.000000e+00	1.000000	1.046892
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi8	1.6950887666e-01	SxSx nb	4	0.94466765	1.75832505e-01	-0.0217843277	0.0000576306	-2.184196e-02	1.002646e+00	0.999763	1.046892
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi16	3.1054173594e-01	SxSx nb	4	0.96055928	1.62043846e-01	-0.0217843277	-0.0062290649	-1.555526e-02	7.140575e-01	1.022446	1.046892
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi32	4.8653283480e-01	SxSx nb	4	0.98505325	9.61737429e-02	-0.0217843277	-0.0040069975	-1.777733e-02	8.160605e-01	1.015190	1.046892
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi64	6.7066830519e-01	SxSx nb	4	0.99420919	6.08162232e-02	-0.0217843277	-0.0117374009	-1.004693e-02	4.611998e-01	1.036553	1.046892
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi128	8.1461604255e-01	SxSx nb	4	0.99780072	3.76599502e-02	-0.0217843277	-0.0141750279	-7.609300e-03	3.493016e-01	1.040936	1.046892
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi256	9.2423244505e-01	SxSx nb	4	0.99956181	1.65899045e-02	-0.0217843277	-0.0177603391	-4.023989e-03	1.847194e-01	1.045220	1.046892
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	UHF	5.5835663771e-04	SxSx nb	4	0.44364623	6.63961368e-01	-0.0217843277	-0.0146324391	-7.151889e-03	3.283043e-01	1.041627	1.046892
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi2	6.7501520567e-03	DoubleOcc	2	0.54901819	4.50981813e-01	0.1625539926	0.0000000000	1.625540e-01	1.000000e+00	1.000000	3.412530
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi4	3.5094862272e-02	DoubleOcc	2	0.78233254	3.45930389e-01	0.1625539926	0.0402573523	1.222966e-01	7.523447e-01	1.442597	3.412530
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi8	1.6950887666e-01	DoubleOcc	2	0.97662090	1.39901934e-01	0.1625539926	0.1233081225	3.924587e-02	2.414328e-01	2.991805	3.412530
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi16	3.1054173594e-01	DoubleOcc	2	0.98480513	1.09443198e-01	0.1625539926	0.1355293554	2.702464e-02	1.662502e-01	3.199207	3.412530
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi32	4.8653283480e-01	DoubleOcc	2	0.99356703	7.36399819e-02	0.1625539926	0.1435160588	1.903793e-02	1.171176e-01	3.303222	3.412530
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi64	6.7066830519e-01	DoubleOcc	2	0.99731340	4.85418210e-02	0.1625539926	0.1496254543	1.292854e-02	7.953381e-02	3.361235	3.412530
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi128	8.1461604255e-01	DoubleOcc	2	0.99921896	2.61419668e-02	0.1625539926	0.1556278726	6.926120e-03	4.260812e-02	3.397649	3.412530
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi256	9.2423244505e-01	DoubleOcc	2	0.99987664	1.04916767e-02	0.1625539926	0.1598001027	2.753890e-03	1.694139e-02	3.410169	3.412530
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	UHF	5.5835663771e-04	DoubleOcc	2	0.62775593	4.91261969e-01	0.1625539926	0.1830100320	-2.045604e-02	1.258415e-01	3.286952	3.412530
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi2	6.7501520567e-03	n	2	0.54901819	4.50981813e-01	0.9999559981	1.0000000000	-4.400195e-05	4.400388e-05	1008019.315174	1009990.683478
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi4	3.5094862272e-02	n	2	0.78233254	3.45930389e-01	0.9999559981	0.9754632804	2.449272e-02	2.449380e-02	1664.072015	1009990.683478
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi8	1.6950887666e-01	n	2	0.97662090	1.39901934e-01	0.9999559981	0.9999959865	-3.998842e-05	3.999018e-05	1008361.987008	1009990.683478
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi16	3.1054173594e-01	n	2	0.98480513	1.09443198e-01	0.9999559981	1.0005935715	-6.375734e-04	6.376015e-04	716002.398562	1009990.683478
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi32	4.8653283480e-01	n	2	0.99356703	7.36399819e-02	0.9999559981	0.9999975670	-4.156893e-05	4.157076e-05	1008230.926119	1009990.683478
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi64	6.7066830519e-01	n	2	0.99731340	4.85418210e-02	0.9999559981	0.9999824356	-2.643750e-05	2.643866e-05	1009278.147598	1009990.683478
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi128	8.1461604255e-01	n	2	0.99921896	2.61419668e-02	0.9999559981	0.9996211144	3.348837e-04	3.348984e-04	907222.857493	1009990.683478
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi256	9.2423244505e-01	n	2	0.99987664	1.04916767e-02	0.9999559981	0.9999695241	-1.352606e-05	1.352666e-05	1009804.073424	1009990.683478
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	UHF	5.5835663771e-04	n	2	0.62775593	4.91261969e-01	0.9999559981	1.0000475981	-9.160000e-05	9.160404e-05	1001502.821098	1009990.683478
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi2	6.7501520567e-03	Sz	2	0.54901819	4.50981813e-01	0.2115941801	0.5000000000	-2.884058e-01	1.363014e+00	0.591098	5.166275
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi4	3.5094862272e-02	Sz	2	0.78233254	3.45930389e-01	0.2115941801	0.4474742878	-2.358801e-01	1.114776e+00	0.836300	5.166275
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi8	1.6950887666e-01	Sz	2	0.97662090	1.39901934e-01	0.2115941801	0.3122302495	-1.006361e-01	4.756089e-01	2.659701	5.166275
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi16	3.1054173594e-01	Sz	2	0.98480513	1.09443198e-01	0.2115941801	0.2936939542	-8.209977e-02	3.880058e-01	3.174896	5.166275
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi32	4.8653283480e-01	Sz	2	0.99356703	7.36399819e-02	0.2115941801	0.2661754437	-5.458126e-02	2.579526e-01	4.044931	5.166275
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi64	6.7066830519e-01	Sz	2	0.99731340	4.85418210e-02	0.2115941801	0.2471942441	-3.560006e-02	1.682469e-01	4.621267	5.166275
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi128	8.1461604255e-01	Sz	2	0.99921896	2.61419668e-02	0.2115941801	0.2309774687	-1.938329e-02	9.160596e-02	4.991753	5.166275
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi256	9.2423244505e-01	Sz	2	0.99987664	1.04916767e-02	0.2115941801	0.2193252039	-7.731024e-03	3.653703e-02	5.137700	5.166275
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	UHF	5.5835663771e-04	Sz	2	0.62775593	4.91261969e-01	0.2115941801	-0.2592575499	4.708517e-01	2.225258e+00	0.238843	5.166275
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi2	3.8651253152e-03	ZZ onsite	2	0.73569936	2.64300636e-01	-0.4713987286	-1.0000000000	5.286013e-01	1.121346e+00	0.801497	26.396023
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi4	5.4852510532e-02	ZZ onsite	2	0.90583562	2.13182235e-01	-0.4713987286	-0.8977631982	4.263645e-01	9.044667e-01	1.212191	26.396023
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi8	9.6106545041e-02	ZZ onsite	2	0.97499969	1.25905465e-01	-0.4713987286	-0.7232096578	2.518109e-01	5.341782e-01	3.200813	26.396023
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi16	4.3143075673e-01	ZZ onsite	2	0.99076480	8.00067658e-02	-0.4713987286	-0.6314122602	1.600135e-01	3.394441e-01	6.723065	26.396023
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi32	7.0834105880e-01	ZZ onsite	2	0.99884886	2.93623358e-02	-0.4713987286	-0.5301234002	5.872467e-02	1.245754e-01	18.933804	26.396023
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi64	9.0825957694e-01	ZZ onsite	2	0.99992749	7.47541185e-03	-0.4713987286	-0.4863495523	1.495082e-02	3.171588e-02	25.738513	26.396023
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi128	9.6871724653e-01	ZZ onsite	2	0.99998392	3.52871169e-03	-0.4713987286	-0.4784561520	7.057423e-03	1.497124e-02	26.246622	26.396023
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi256	9.9149567622e-01	ZZ onsite	2	0.99999883	9.52123584e-04	-0.4713987286	-0.4733029758	1.904247e-03	4.039568e-03	26.385089	26.396023
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	UHF	1.4964351894e-01	ZZ onsite	2	0.76205497	3.42297707e-01	-0.4713987286	-0.4627428763	-8.655852e-03	1.836206e-02	26.171922	26.396023
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi2	3.8651253152e-03	ZZ up-up nb	2	0.99250613	8.62421245e-02	-0.1724842640	-0.0000000150	-1.724842e-01	9.999999e-01	1.000000	3.725606
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi4	5.4852510532e-02	ZZ up-up nb	2	0.99537570	6.76256056e-02	-0.1724842640	-0.0372330528	-1.352512e-01	7.841365e-01	1.392285	3.725606
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi8	9.6106545041e-02	ZZ up-up nb	2	0.99412581	7.62857020e-02	-0.1724842640	-0.0199128601	-1.525714e-01	8.845526e-01	1.189300	3.725606
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi16	4.3143075673e-01	ZZ up-up nb	2	0.99717822	5.27371066e-02	-0.1724842640	-0.0670100508	-1.054742e-01	6.115005e-01	1.845096	3.725606
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi32	7.0834105880e-01	ZZ up-up nb	2	0.99853832	3.78835313e-02	-0.1724842640	-0.0967172015	-7.576706e-02	4.392694e-01	2.441537	3.725606
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi64	9.0825957694e-01	ZZ up-up nb	2	0.99954326	2.11250962e-02	-0.1724842640	-0.1302340716	-4.225019e-02	2.449510e-01	3.201961	3.725606
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi128	9.6871724653e-01	ZZ up-up nb	2	0.99991050	9.33345804e-03	-0.1724842640	-0.1538173480	-1.866692e-02	1.082239e-01	3.610352	3.725606
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi256	9.9149567622e-01	ZZ up-up nb	2	0.99998167	4.22082779e-03	-0.1724842640	-0.1640426085	-8.441656e-03	4.894160e-02	3.701441	3.725606
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	UHF	1.4964351894e-01	ZZ up-up nb	2	0.78276474	4.40944215e-01	-0.1724842640	-0.5717055316	3.992213e-01	2.314537e+00	0.238801	3.725606
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi2	3.8651253152e-03	SzSz nb	4	0.53121049	4.54562188e-01	-0.0357548530	-0.0000000037	-3.575485e-02	9.999999e-01	1.000000	1.126424
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi4	5.4852510532e-02	SzSz nb	4	0.82683213	3.35581637e-01	-0.0357548530	-0.0093082930	-2.644656e-02	7.396635e-01	1.053553	1.126424
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi8	9.6106545041e-02	SzSz nb	4	0.93340735	2.23605185e-01	-0.0357548530	-0.0049275097	-3.082734e-02	8.621863e-01	1.029658	1.126424
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi16	4.3143075673e-01	SzSz nb	4	0.97145772	1.32074074e-01	-0.0357548530	-0.0166228639	-1.913199e-02	5.350879e-01	1.087075	1.126424
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi32	7.0834105880e-01	SzSz nb	4	0.98790796	7.83141198e-02	-0.0357548530	-0.0209988625	-1.475599e-02	4.126990e-01	1.102681	1.126424
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi64	9.0825957694e-01	SzSz nb	4	0.99784113	3.39571473e-02	-0.0357548530	-0.0272257311	-8.529122e-03	2.385445e-01	1.118379	1.126424
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi128	9.6871724653e-01	SzSz nb	4	0.99962124	1.56201077e-02	-0.0357548530	-0.0318145639	-3.940289e-03	1.102029e-01	1.124697	1.126424
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi256	9.9149567622e-01	SzSz nb	4	0.99992876	6.53488667e-03	-0.0357548530	-0.0342345388	-1.520314e-03	4.252050e-02	1.126167	1.126424
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	UHF	1.4964351894e-01	SzSz nb	4	0.62157512	5.22968469e-01	-0.0357548530	-0.1293060174	9.355116e-02	2.616461e+00	0.603824	1.126424
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi2	3.8651253152e-03	SxSx nb	4	0.53121049	4.54562188e-01	-0.0357553941	0.0000000000	-3.575539e-02	1.000000e+00	1.000000	1.126428
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi4	5.4852510532e-02	SxSx nb	4	0.82683213	3.35581637e-01	-0.0357553941	-0.0093084084	-2.644699e-02	7.396642e-01	1.053555	1.126428
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi8	9.6106545041e-02	SxSx nb	4	0.93340735	2.23605185e-01	-0.0357553941	-0.0049275731	-3.082782e-02	8.621866e-01	1.029658	1.126428
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi16	4.3143075673e-01	SxSx nb	4	0.97145772	1.32074074e-01	-0.0357553941	-0.0166228087	-1.913259e-02	5.350965e-01	1.087076	1.126428
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi32	7.0834105880e-01	SxSx nb	4	0.98790796	7.83141198e-02	-0.0357553941	-0.0209989101	-1.475648e-02	4.127065e-01	1.102683	1.126428
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi64	9.0825957694e-01	SxSx nb	4	0.99784113	3.39571473e-02	-0.0357553941	-0.0272256647	-8.529729e-03	2.385578e-01	1.118381	1.126428
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi128	9.6871724653e-01	SxSx nb	4	0.99962124	1.56201077e-02	-0.0357553941	-0.0318146012	-3.940793e-03	1.102153e-01	1.124701	1.126428
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi256	9.9149567622e-01	SxSx nb	4	0.99992876	6.53488667e-03	-0.0357553941	-0.0342345342	-1.520860e-03	4.253512e-02	1.126171	1.126428
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	UHF	1.4964351894e-01	SxSx nb	4	0.62157512	5.22968469e-01	-0.0357553941	-0.0136203003	-2.213509e-02	6.190701e-01	1.074371	1.126428
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi2	3.8651253152e-03	DoubleOcc	2	0.73569936	2.64300636e-01	0.1321502843	0.0000000000	1.321503e-01	1.000000e+00	1.000000	2.579920
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi4	5.4852510532e-02	DoubleOcc	2	0.90583562	2.13182235e-01	0.1321502843	0.0255593168	1.065910e-01	8.065890e-01	1.272229	2.579920
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi8	9.6106545041e-02	DoubleOcc	2	0.97499969	1.25905465e-01	0.1321502843	0.0691979987	6.295229e-02	4.763689e-01	1.899057	2.579920
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi16	4.3143075673e-01	DoubleOcc	2	0.99076480	8.00067658e-02	0.1321502843	0.0921469768	4.000331e-02	3.027107e-01	2.253650	2.579920
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi32	7.0834105880e-01	DoubleOcc	2	0.99884886	2.93623358e-02	0.1321502843	0.1174694213	1.468086e-02	1.110922e-01	2.530577	2.579920
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi64	9.0825957694e-01	DoubleOcc	2	0.99992749	7.47541185e-03	0.1321502843	0.1284126615	3.737623e-03	2.828312e-02	2.576663	2.579920
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi128	9.6871724653e-01	DoubleOcc	2	0.99998392	3.52871169e-03	0.1321502843	0.1303859036	1.764381e-03	1.335132e-02	2.579194	2.579920
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi256	9.9149567622e-01	DoubleOcc	2	0.99999883	9.52123584e-04	0.1321502843	0.1316741685	4.761158e-04	3.602836e-03	2.579867	2.579920
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	UHF	1.4964351894e-01	DoubleOcc	2	0.76205497	3.42297707e-01	0.1321502843	0.1343142824	-2.163998e-03	1.637528e-02	2.578827	2.579920
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi2	3.8651253152e-03	n	2	0.73569936	2.64300636e-01	0.9999999329	1.0000000000	-6.713571e-08	6.713571e-08	662006987.541151	662008962.843836
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi4	5.4852510532e-02	n	2	0.90583562	2.13182235e-01	0.9999999329	1.0000002327	-2.998104e-07	2.998104e-07	661969572.007729	662008962.843836
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi8	9.6106545041e-02	n	2	0.97499969	1.25905465e-01	0.9999999329	1.0000008263	-8.934735e-07	8.934735e-07	661659290.205042	662008962.843836
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi16	4.3143075673e-01	n	2	0.99076480	8.00067658e-02	0.9999999329	1.0000000837	-1.508444e-07	1.508445e-07	661998990.897821	662008962.843836
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi32	7.0834105880e-01	n	2	0.99884886	2.93623358e-02	0.9999999329	1.0000005428	-6.099394e-07	6.099394e-07	661845960.375092	662008962.843836
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi64	9.0825957694e-01	n	2	0.99992749	7.47541185e-03	0.9999999329	1.0000000991	-1.662022e-07	1.662022e-07	661996857.053746	662008962.843836
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi128	9.6871724653e-01	n	2	0.99998392	3.52871169e-03	0.9999999329	0.9999998833	4.958934e-08	4.958934e-08	662007885.129332	662008962.843836
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi256	9.9149567622e-01	n	2	0.99999883	9.52123584e-04	0.9999999329	0.9999998249	1.079922e-07	1.079922e-07	662003851.804947	662008962.843836
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	UHF	1.4964351894e-01	n	2	0.76205497	3.42297707e-01	0.9999999329	1.0000000029	-7.000714e-08	7.000715e-08	662006814.958459	662008962.843836
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi2	3.8651253152e-03	Sz	2	0.73569936	2.64300636e-01	0.0000076936	0.0000865234	-7.882986e-05	1.024620e+01	0.999999	1.000000
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi4	5.4852510532e-02	Sz	2	0.90583562	2.13182235e-01	0.0000076936	0.0000147664	-7.072867e-06	9.193221e-01	1.000000	1.000000
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi8	9.6106545041e-02	Sz	2	0.97499969	1.25905465e-01	0.0000076936	0.0000129457	-5.252144e-06	6.826670e-01	1.000000	1.000000
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi16	4.3143075673e-01	Sz	2	0.99076480	8.00067658e-02	0.0000076936	0.0000087757	-1.082088e-06	1.406484e-01	1.000000	1.000000
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi32	7.0834105880e-01	Sz	2	0.99884886	2.93623358e-02	0.0000076936	0.0000067474	9.462097e-07	1.229871e-01	1.000000	1.000000
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi64	9.0825957694e-01	Sz	2	0.99992749	7.47541185e-03	0.0000076936	0.0000075340	1.596049e-07	2.074524e-02	1.000000	1.000000
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi128	9.6871724653e-01	Sz	2	0.99998392	3.52871169e-03	0.0000076936	0.0000069941	6.994861e-07	9.091831e-02	1.000000	1.000000
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	chi256	9.9149567622e-01	Sz	2	0.99999883	9.52123584e-04	0.0000076936	0.0000076458	4.775616e-08	6.207284e-03	1.000000	1.000000
2D	4	4	16	cylinder	true	4.0	-12.7990245383	2.615e-02	UHF	1.4964351894e-01	Sz	2	0.76205497	3.42297707e-01	0.0000076936	-0.3401260504	3.401337e-01	4.421015e+04	0.088624	1.000000
1D	1	8	8	cylinder	true	8.0	-2.4208314000	6.217e-15	chi2	5.7930315008e-01	ZZ onsite	2	0.92620921	7.37907916e-02	-0.8524184169	-1.0000000000	1.475816e-01	1.731328e-01	29.356945	237.255469
1D	1	8	8	cylinder	true	8.0	-2.4208314000	6.217e-15	chi4	9.0599779962e-01	ZZ onsite	2	0.99638778	2.82888849e-02	-0.8524184169	-0.9089961868	5.657777e-02	6.637324e-02	116.256030	237.255469
1D	1	8	8	cylinder	true	8.0	-2.4208314000	6.217e-15	chi8	9.9776980612e-01	ZZ onsite	2	0.99999909	4.98063527e-04	-0.8524184169	-0.8534145439	9.961271e-04	1.168589e-03	237.178948	237.255469
1D	1	8	8	cylinder	true	8.0	-2.4208314000	6.217e-15	chi16	9.9996686372e-01	ZZ onsite	2	1.00000000	1.42158699e-05	-0.8524184169	-0.8524468486	2.843174e-05	3.335421e-05	237.255407	237.255469
1D	1	8	8	cylinder	true	8.0	-2.4208314000	6.217e-15	chi32	9.9999945219e-01	ZZ onsite	2	1.00000000	2.45493144e-07	-0.8524184169	-0.8524189079	4.909863e-07	5.759921e-07	237.255469	237.255469
1D	1	8	8	cylinder	true	8.0	-2.4208314000	6.217e-15	chi64	9.9999999665e-01	ZZ onsite	2	1.00000000	1.37658733e-09	-0.8524184169	-0.8524184196	2.753173e-09	3.229838e-09	237.255469	237.255469
1D	1	8	8	cylinder	true	8.0	-2.4208314000	6.217e-15	chi128	1.0000000000e+00	ZZ onsite	2	1.00000000	1.07205911e-15	-0.8524184169	-0.8524184169	0.000000e+00	0.000000e+00	237.255469	237.255469
1D	1	8	8	cylinder	true	8.0	-2.4208314000	6.217e-15	UHF	1.6016079499e-01	ZZ onsite	2	0.55774194	4.76375317e-01	-0.8524184169	-0.8808487888	2.843037e-02	3.335260e-02	187.879044	237.255469
1D	1	8	8	cylinder	true	8.0	-2.4208314000	6.217e-15	chi2	5.7930315008e-01	ZZ up-up nb	2	0.96063351	1.94465349e-01	-0.3889306977	-0.0000000000	-3.889307e-01	1.000000e+00	1.000000	16.842397
1D	1	8	8	cylinder	true	8.0	-2.4208314000	6.217e-15	chi4	9.0599779962e-01	ZZ up-up nb	2	0.99992759	7.86728468e-03	-0.3889306977	-0.3731961283	-1.573457e-02	4.045597e-02	16.416727	16.842397
