dim	W	LX	nsites	geometry	bipartite	U	Eref	Hvar	prior	global_fid	observable	nA	F_supp	D_supp	true	prior_val	Delta	eps	G	G_max
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	chi16	9.7600949638e-01	ZZ up-up nb	2	0.99999805	1.23072447e-03	-0.4741483246	-0.4716868757	-2.461449e-03	5.191306e-03	26.760729	26.779321
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	chi32	9.9936439943e-01	ZZ up-up nb	2	0.99999992	2.44333475e-04	-0.4741483246	-0.4736596577	-4.886670e-04	1.030620e-03	26.778588	26.779321
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	chi64	9.9998329186e-01	ZZ up-up nb	2	1.00000000	2.30256270e-05	-0.4741483246	-0.4741022734	-4.605125e-05	9.712415e-05	26.779314	26.779321
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	chi128	9.9999923737e-01	ZZ up-up nb	2	1.00000000	1.64619210e-06	-0.4741483246	-0.4741450323	-3.292384e-06	6.943785e-06	26.779321	26.779321
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	chi256	9.9999999217e-01	ZZ up-up nb	2	1.00000000	5.93151295e-08	-0.4741483246	-0.4741482060	-1.186303e-07	2.501965e-07	26.779321	26.779321
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	UHF	9.5150627304e-02	ZZ up-up nb	2	0.49150192	6.04324677e-01	-0.4741483246	-0.9477728389	4.736245e-01	9.988953e-01	1.002130	26.779321
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	chi2	2.4627401833e-01	SzSz nb	4	0.79419154	4.08652561e-01	-0.1149627202	-0.0000000000	-1.149627e-01	1.000000e+00	1.000000	2.322809
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	chi4	7.6791190228e-01	SzSz nb	4	0.97799647	1.35757540e-01	-0.1149627202	-0.1020762534	-1.288647e-02	1.120926e-01	2.284833	2.322809
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	chi8	8.5230984792e-01	SzSz nb	4	0.99727253	4.58017253e-02	-0.1149627202	-0.1098975530	-5.065167e-03	4.405922e-02	2.316860	2.322809
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	chi16	9.7600949638e-01	SzSz nb	4	0.99960135	1.44403244e-02	-0.1149627202	-0.1148239537	-1.387665e-04	1.207056e-03	2.322804	2.322809
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	chi32	9.9936439943e-01	SzSz nb	4	0.99999682	4.87089132e-04	-0.1149627202	-0.1148777945	-8.492566e-05	7.387235e-04	2.322807	2.322809
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	chi64	9.9998329186e-01	SzSz nb	4	0.99999994	9.05910637e-05	-0.1149627202	-0.1149566832	-6.037051e-06	5.251312e-05	2.322809	2.322809
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	chi128	9.9999923737e-01	SzSz nb	4	1.00000000	5.54190368e-06	-0.1149627202	-0.1149623390	-3.811521e-07	3.315441e-06	2.322809	2.322809
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	chi256	9.9999999217e-01	SzSz nb	4	1.00000000	1.27825562e-07	-0.1149627202	-0.1149627105	-9.728440e-09	8.462256e-08	2.322809	2.322809
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	UHF	9.5150627304e-02	SzSz nb	4	0.40493583	6.65513795e-01	-0.1149627202	-0.2337393302	1.187766e-01	1.033175e+00	0.963009	2.322809
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	chi2	2.4627401833e-01	SxSx nb	4	0.79419154	4.08652561e-01	-0.1149627202	0.0000000000	-1.149627e-01	1.000000e+00	1.000000	2.322809
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	chi4	7.6791190228e-01	SxSx nb	4	0.97799647	1.35757540e-01	-0.1149627202	-0.1020762534	-1.288647e-02	1.120926e-01	2.284833	2.322809
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	chi8	8.5230984792e-01	SxSx nb	4	0.99727253	4.58017253e-02	-0.1149627202	-0.1098975530	-5.065167e-03	4.405922e-02	2.316860	2.322809
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	chi16	9.7600949638e-01	SxSx nb	4	0.99960135	1.44403244e-02	-0.1149627202	-0.1148239537	-1.387665e-04	1.207056e-03	2.322804	2.322809
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	chi32	9.9936439943e-01	SxSx nb	4	0.99999682	4.87089132e-04	-0.1149627202	-0.1148777945	-8.492566e-05	7.387235e-04	2.322807	2.322809
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	chi64	9.9998329186e-01	SxSx nb	4	0.99999994	9.05910637e-05	-0.1149627202	-0.1149566832	-6.037051e-06	5.251312e-05	2.322809	2.322809
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	chi128	9.9999923737e-01	SxSx nb	4	1.00000000	5.54190368e-06	-0.1149627202	-0.1149623390	-3.811521e-07	3.315441e-06	2.322809	2.322809
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	chi256	9.9999999217e-01	SxSx nb	4	1.00000000	1.27825562e-07	-0.1149627202	-0.1149627105	-9.728440e-09	8.462256e-08	2.322809	2.322809
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	UHF	9.5150627304e-02	SxSx nb	4	0.40493583	6.65513795e-01	-0.1149627202	-0.0032038795	-1.117588e-01	9.721311e-01	1.032311	2.322809
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	chi2	2.4627401833e-01	DoubleOcc	2	0.95496781	4.50321910e-02	0.0225160955	0.0000000000	2.251610e-02	1.000000e+00	1.000000	1.045087
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	chi4	7.6791190228e-01	DoubleOcc	2	0.99261876	2.87846420e-02	0.0225160955	0.0081237745	1.439232e-02	6.392015e-01	1.026183	1.045087
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	chi8	8.5230984792e-01	DoubleOcc	2	0.99896517	1.23934567e-02	0.0225160955	0.0163193671	6.196728e-03	2.752133e-01	1.041530	1.045087
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	chi16	9.7600949638e-01	DoubleOcc	2	0.99979835	5.70554969e-03	0.0225160955	0.0196633207	2.852775e-03	1.266994e-01	1.044331	1.045087
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	chi32	9.9936439943e-01	DoubleOcc	2	0.99999982	1.74202223e-04	0.0225160955	0.0224289944	8.710111e-05	3.868393e-03	1.045087	1.045087
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	chi64	9.9998329186e-01	DoubleOcc	2	1.00000000	3.49262391e-06	0.0225160955	0.0225143492	1.746312e-06	7.755838e-05	1.045087	1.045087
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	chi128	9.9999923737e-01	DoubleOcc	2	1.00000000	3.06348709e-07	0.0225160955	0.0225159423	1.531744e-07	6.802883e-06	1.045087	1.045087
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	chi256	9.9999999217e-01	DoubleOcc	2	1.00000000	3.86935938e-09	0.0225160955	0.0225160936	1.934680e-09	8.592430e-08	1.045087	1.045087
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	UHF	9.5150627304e-02	DoubleOcc	2	0.53710092	4.83192620e-01	0.0225160955	0.0194645493	3.051546e-03	1.355273e-01	1.044222	1.045087
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	chi2	2.4627401833e-01	n	2	0.95496781	4.50321910e-02	1.0000000000	1.0000000000	-7.771561e-16	7.771561e-16	133439988959114960.000000	133439988959125712.000000
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	chi4	7.6791190228e-01	n	2	0.99261876	2.87846420e-02	1.0000000000	1.0000000000	-7.771561e-16	7.771561e-16	133439988959114960.000000	133439988959125712.000000
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	chi8	8.5230984792e-01	n	2	0.99896517	1.23934567e-02	1.0000000000	1.0000000000	1.110223e-16	1.110223e-16	133439988959125488.000000	133439988959125712.000000
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	chi16	9.7600949638e-01	n	2	0.99979835	5.70554969e-03	1.0000000000	1.0000000000	-9.992007e-16	9.992007e-16	133439988959107936.000000	133439988959125712.000000
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	chi32	9.9936439943e-01	n	2	0.99999982	1.74202223e-04	1.0000000000	1.0000000000	-9.992007e-16	9.992007e-16	133439988959107936.000000	133439988959125712.000000
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	chi64	9.9998329186e-01	n	2	1.00000000	3.49262391e-06	1.0000000000	1.0000000000	-3.330669e-16	3.330669e-16	133439988959123728.000000	133439988959125712.000000
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	chi128	9.9999923737e-01	n	2	1.00000000	3.06348709e-07	1.0000000000	1.0000000000	1.110223e-15	1.110223e-15	133439988959103760.000000	133439988959125712.000000
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	chi256	9.9999999217e-01	n	2	1.00000000	3.86935938e-09	1.0000000000	1.0000000000	1.665335e-15	1.665335e-15	133439988959076320.000000	133439988959125712.000000
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	UHF	9.5150627304e-02	n	2	0.53710092	4.83192620e-01	1.0000000000	1.0000000000	-7.660539e-15	7.660539e-15	133439988958080768.000000	133439988959125712.000000
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	chi2	2.4627401833e-01	Sz	2	0.95496781	4.50321910e-02	0.0000000000	0.0000000000	-3.508754e-15	NaN	1.000000	1.000000
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	chi4	7.6791190228e-01	Sz	2	0.99261876	2.87846420e-02	0.0000000000	0.0000000000	-4.423116e-16	NaN	1.000000	1.000000
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	chi8	8.5230984792e-01	Sz	2	0.99896517	1.23934567e-02	0.0000000000	0.0000000000	-1.342020e-16	NaN	1.000000	1.000000
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	chi16	9.7600949638e-01	Sz	2	0.99979835	5.70554969e-03	0.0000000000	0.0000000000	-3.653038e-16	NaN	1.000000	1.000000
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	chi32	9.9936439943e-01	Sz	2	0.99999982	1.74202223e-04	0.0000000000	0.0000000000	2.168056e-16	NaN	1.000000	1.000000
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	chi64	9.9998329186e-01	Sz	2	1.00000000	3.49262391e-06	0.0000000000	0.0000000000	-6.516335e-17	NaN	1.000000	1.000000
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	chi128	9.9999923737e-01	Sz	2	1.00000000	3.06348709e-07	0.0000000000	0.0000000000	-1.079423e-16	NaN	1.000000	1.000000
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	chi256	9.9999999217e-01	Sz	2	1.00000000	3.86935938e-09	0.0000000000	0.0000000000	-3.014592e-17	NaN	1.000000	1.000000
2D	2	6	12	cylinder	true	12.0	-3.3353661067	2.487e-14	UHF	9.5150627304e-02	Sz	2	0.53710092	4.83192620e-01	0.0000000000	-0.4801410737	4.801411e-01	NaN	0.046529	1.000000
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	chi2	2.0739891922e-01	ZZ onsite	2	0.81014847	1.89851530e-01	-0.6202969391	-1.0000000000	3.797031e-01	6.121311e-01	2.592327	56.591455
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	chi4	5.6812462793e-01	ZZ onsite	2	0.98544395	8.49123381e-02	-0.6202969391	-0.7901216154	1.698247e-01	2.737796e-01	10.952746	56.591455
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	chi8	8.2082150416e-01	ZZ onsite	2	0.99985223	9.44239187e-03	-0.6202969391	-0.6391817229	1.888478e-02	3.044475e-02	53.818369	56.591455
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	chi16	9.3605525370e-01	ZZ onsite	2	0.99996094	4.87785045e-03	-0.6202969391	-0.6300526400	9.755701e-03	1.572747e-02	55.823837	56.591455
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	chi32	9.9799709546e-01	ZZ onsite	2	0.99999919	7.07328638e-04	-0.6202969391	-0.6217115964	1.414657e-03	2.280613e-03	56.575097	56.591455
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	chi64	9.9984886733e-01	ZZ onsite	2	1.00000000	3.19756124e-05	-0.6202969391	-0.6203608903	6.395122e-05	1.030978e-04	56.591422	56.591455
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	chi128	9.9998951258e-01	ZZ onsite	2	1.00000000	5.27022667e-06	-0.6202969391	-0.6203074796	1.054045e-05	1.699259e-05	56.591454	56.591455
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	UHF	2.8517262427e-01	ZZ onsite	2	0.69319640	3.91988314e-01	-0.6202969391	-0.5947688484	-2.552809e-02	4.115463e-02	51.721586	56.591455
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	chi2	2.0739891922e-01	ZZ up-up nb	2	0.92148590	2.68978879e-01	-0.5379577578	0.0000000000	-5.379578e-01	1.000000e+00	1.000000	37.200764
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	chi4	5.6812462793e-01	ZZ up-up nb	2	0.99999968	4.79346429e-04	-0.5379577578	-0.5389164507	9.586929e-04	1.782097e-03	37.196488	37.200764
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	chi8	8.2082150416e-01	ZZ up-up nb	2	0.99999417	2.03149941e-03	-0.5379577578	-0.5420207567	4.062999e-03	7.552635e-03	37.124104	37.200764
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	chi16	9.3605525370e-01	ZZ up-up nb	2	0.99990774	8.04684002e-03	-0.5379577578	-0.5540514379	1.609368e-02	2.991625e-02	36.033319	37.200764
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	chi32	9.9799709546e-01	ZZ up-up nb	2	0.99999590	1.70968201e-03	-0.5379577578	-0.5345383938	-3.419364e-03	6.356194e-03	37.146435	37.200764
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	chi64	9.9984886733e-01	ZZ up-up nb	2	0.99999945	6.23169958e-04	-0.5379577578	-0.5367114179	-1.246340e-03	2.316799e-03	37.193537	37.200764
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	chi128	9.9998951258e-01	ZZ up-up nb	2	1.00000000	5.34239044e-05	-0.5379577578	-0.5378509100	-1.068478e-04	1.986175e-04	37.200711	37.200764
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	UHF	2.8517262427e-01	ZZ up-up nb	2	0.69559143	4.82726029e-01	-0.5379577578	-0.7856510726	2.476933e-01	4.604326e-01	4.288521	37.200764
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	chi2	2.0739891922e-01	SzSz nb	4	0.55503420	6.03866258e-01	-0.1133187845	-0.0000000000	-1.133188e-01	1.000000e+00	1.000000	2.284759
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	chi4	5.6812462793e-01	SzSz nb	4	0.89544053	2.85063201e-01	-0.1133187845	-0.1347291127	2.141033e-02	1.889389e-01	2.184568	2.284759
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	chi8	8.2082150416e-01	SzSz nb	4	0.99909865	2.12056676e-02	-0.1133187845	-0.1144295066	1.110722e-03	9.801748e-03	2.284477	2.284759
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	chi16	9.3605525370e-01	SzSz nb	4	0.99950023	1.60327307e-02	-0.1133187845	-0.1166213359	3.302551e-03	2.914390e-02	2.282269	2.284759
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	chi32	9.9799709546e-01	SzSz nb	4	0.99996572	4.09316802e-03	-0.1133187845	-0.1128112671	-5.075173e-04	4.478669e-03	2.284700	2.284759
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	chi64	9.9984886733e-01	SzSz nb	4	0.99997974	1.96434920e-03	-0.1133187845	-0.1132537734	-6.501107e-05	5.737007e-04	2.284758	2.284759
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	chi128	9.9998951258e-01	SzSz nb	4	0.99999988	1.53602850e-04	-0.1133187845	-0.1133102928	-8.491714e-06	7.493651e-05	2.284759	2.284759
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	UHF	2.8517262427e-01	SzSz nb	4	0.58719095	5.68736139e-01	-0.1133187845	-0.1725524901	5.923371e-02	5.227174e-01	1.691112	2.284759
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	chi2	2.0739891922e-01	SxSx nb	4	0.55503420	6.03866258e-01	-0.1133187845	0.0000000000	-1.133188e-01	1.000000e+00	1.000000	2.284759
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	chi4	5.6812462793e-01	SxSx nb	4	0.89544053	2.85063201e-01	-0.1133187845	-0.1347291127	2.141033e-02	1.889389e-01	2.184568	2.284759
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	chi8	8.2082150416e-01	SxSx nb	4	0.99909865	2.12056676e-02	-0.1133187845	-0.1144295066	1.110722e-03	9.801748e-03	2.284477	2.284759
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	chi16	9.3605525370e-01	SxSx nb	4	0.99950023	1.60327307e-02	-0.1133187845	-0.1166213359	3.302551e-03	2.914390e-02	2.282269	2.284759
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	chi32	9.9799709546e-01	SxSx nb	4	0.99996572	4.09316802e-03	-0.1133187845	-0.1128112671	-5.075173e-04	4.478669e-03	2.284700	2.284759
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	chi64	9.9984886733e-01	SxSx nb	4	0.99997974	1.96434920e-03	-0.1133187845	-0.1132537734	-6.501107e-05	5.737007e-04	2.284758	2.284759
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	chi128	9.9998951258e-01	SxSx nb	4	0.99999988	1.53602850e-04	-0.1133187845	-0.1133102928	-8.491714e-06	7.493651e-05	2.284759	2.284759
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	UHF	2.8517262427e-01	SxSx nb	4	0.58719095	5.68736139e-01	-0.1133187845	-0.0238602780	-8.945851e-02	7.894411e-01	1.268828	2.284759
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	chi2	2.0739891922e-01	DoubleOcc	2	0.81014847	1.89851530e-01	0.0949257652	0.0000000000	9.492577e-02	1.000000e+00	1.000000	1.808252
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	chi4	5.6812462793e-01	DoubleOcc	2	0.98544395	8.49123381e-02	0.0949257652	0.0524695962	4.245617e-02	4.472565e-01	1.556582	1.808252
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	chi8	8.2082150416e-01	DoubleOcc	2	0.99985223	9.44239187e-03	0.0949257652	0.0902045693	4.721196e-03	4.973566e-02	1.804644	1.808252
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	chi16	9.3605525370e-01	DoubleOcc	2	0.99996094	4.87785045e-03	0.0949257652	0.0924868400	2.438925e-03	2.569297e-02	1.807288	1.808252
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	chi32	9.9799709546e-01	DoubleOcc	2	0.99999919	7.07328638e-04	0.0949257652	0.0945721009	3.536643e-04	3.725694e-03	1.808232	1.808252
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	chi64	9.9984886733e-01	DoubleOcc	2	1.00000000	3.19756124e-05	0.0949257652	0.0949097774	1.598781e-05	1.684243e-04	1.808252	1.808252
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	chi128	9.9998951258e-01	DoubleOcc	2	1.00000000	5.27022667e-06	0.0949257652	0.0949231301	2.635113e-06	2.775973e-05	1.808252	1.808252
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	UHF	2.8517262427e-01	DoubleOcc	2	0.69319640	3.91988314e-01	0.0949257652	0.1013077879	-6.382023e-03	6.723172e-02	1.801670	1.808252
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	chi2	2.0739891922e-01	n	2	0.81014847	1.89851530e-01	1.0000000000	1.0000000000	8.881784e-16	8.881784e-16	-40031996687739096.000000	-40031996687737832.000000
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	chi4	5.6812462793e-01	n	2	0.98544395	8.49123381e-02	1.0000000000	1.0000000000	4.440892e-16	4.440892e-16	-40031996687738144.000000	-40031996687737832.000000
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	chi8	8.2082150416e-01	n	2	0.99985223	9.44239187e-03	1.0000000000	1.0000000000	6.661338e-16	6.661338e-16	-40031996687738544.000000	-40031996687737832.000000
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	chi16	9.3605525370e-01	n	2	0.99996094	4.87785045e-03	1.0000000000	1.0000000000	6.661338e-16	6.661338e-16	-40031996687738544.000000	-40031996687737832.000000
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	chi32	9.9799709546e-01	n	2	0.99999919	7.07328638e-04	1.0000000000	1.0000000000	1.554312e-15	1.554312e-15	-40031996687741704.000000	-40031996687737832.000000
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	chi64	9.9984886733e-01	n	2	1.00000000	3.19756124e-05	1.0000000000	1.0000000000	1.221245e-15	1.221245e-15	-40031996687740224.000000	-40031996687737832.000000
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	chi128	9.9998951258e-01	n	2	1.00000000	5.27022667e-06	1.0000000000	1.0000000000	1.221245e-15	1.221245e-15	-40031996687740224.000000	-40031996687737832.000000
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	UHF	2.8517262427e-01	n	2	0.69319640	3.91988314e-01	1.0000000000	1.0000000000	-4.440892e-16	4.440892e-16	-40031996687738144.000000	-40031996687737832.000000
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	chi2	2.0739891922e-01	Sz	2	0.81014847	1.89851530e-01	-0.0000000000	-0.0000000000	1.107092e-15	NaN	1.000000	1.000000
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	chi4	5.6812462793e-01	Sz	2	0.98544395	8.49123381e-02	-0.0000000000	-0.0000000000	1.762405e-16	NaN	1.000000	1.000000
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	chi8	8.2082150416e-01	Sz	2	0.99985223	9.44239187e-03	-0.0000000000	-0.0000000000	-2.926056e-17	NaN	1.000000	1.000000
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	chi16	9.3605525370e-01	Sz	2	0.99996094	4.87785045e-03	-0.0000000000	-0.0000000000	-1.145511e-17	NaN	1.000000	1.000000
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	chi32	9.9799709546e-01	Sz	2	0.99999919	7.07328638e-04	-0.0000000000	-0.0000000000	-5.192716e-17	NaN	1.000000	1.000000
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	chi64	9.9984886733e-01	Sz	2	1.00000000	3.19756124e-05	-0.0000000000	-0.0000000000	-8.047552e-17	NaN	1.000000	1.000000
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	chi128	9.9998951258e-01	Sz	2	1.00000000	5.27022667e-06	-0.0000000000	-0.0000000000	-4.535897e-17	NaN	1.000000	1.000000
1D	1	8	8	torus	true	4.0	-4.6035263000	-7.105e-15	UHF	2.8517262427e-01	Sz	2	0.69319640	3.91988314e-01	-0.0000000000	0.3856062916	-3.856063e-01	NaN	0.070338	1.000000
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi2	6.7501520567e-03	ZZ onsite	2	0.54901819	4.50981813e-01	-0.3496960258	-1.0000000000	6.503040e-01	1.859626e+00	0.305386	13.384443
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi4	3.5094862272e-02	ZZ onsite	2	0.78233254	3.45930389e-01	-0.3496960258	-0.7898971514	4.402011e-01	1.258811e+00	0.648960	13.384443
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi8	1.6950887666e-01	ZZ onsite	2	0.97662090	1.39901934e-01	-0.3496960258	-0.5067594828	1.570635e-01	4.491428e-01	3.825980	13.384443
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi16	3.1054173594e-01	ZZ onsite	2	0.98480513	1.09443198e-01	-0.3496960258	-0.4590697214	1.093737e-01	3.127679e-01	6.052221	13.384443
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi32	4.8653283480e-01	ZZ onsite	2	0.99356703	7.36399819e-02	-0.3496960258	-0.4259308989	7.623487e-02	2.180033e-01	8.425435	13.384443
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi64	6.7066830519e-01	ZZ onsite	2	0.99731340	4.85418210e-02	-0.3496960258	-0.4014630537	5.176703e-02	1.480344e-01	10.527370	13.384443
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi128	8.1461604255e-01	ZZ onsite	2	0.99921896	2.61419668e-02	-0.3496960258	-0.3767307384	2.703471e-02	7.730918e-02	12.462026	13.384443
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi256	9.2423244505e-01	ZZ onsite	2	0.99987664	1.04916767e-02	-0.3496960258	-0.3607386376	1.104261e-02	3.157774e-02	13.221173	13.384443
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	UHF	5.5835663771e-04	ZZ onsite	2	0.62775593	4.91261969e-01	-0.3496960258	-0.2680550681	-8.164096e-02	2.334626e-01	7.990657	13.384443
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi2	6.7501520567e-03	ZZ up-up nb	2	0.53070580	4.69437241e-01	-0.2761104389	-1.0000000000	7.238896e-01	2.621739e+00	0.162103	8.335886
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi4	3.5094862272e-02	ZZ up-up nb	2	0.79421551	3.71809157e-01	-0.2761104389	-0.8090651081	5.329547e-01	1.930223e+00	0.294224	8.335886
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi8	1.6950887666e-01	ZZ up-up nb	2	0.97049943	1.35915266e-01	-0.2761104389	-0.4038499154	1.277395e-01	4.626391e-01	3.243364	8.335886
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi16	3.1054173594e-01	ZZ up-up nb	2	0.97933039	1.23860268e-01	-0.2761104389	-0.4054779397	1.293675e-01	4.685353e-01	3.193321	8.335886
2D	4	4	16	torus	true	2.0	-17.8465768365	7.215e-01	chi32	4.8653283480e-01	ZZ up-up nb	2	0.99257556	7.51085335e-02	-0.2761104389	-0.3523555433	7.624510e-02	2.761399e-01	5.345624	8.335886
